  2085.89230  18.747   0.020
  2085.89738  18.884   0.024
  2091.89517  18.777   0.014
  2091.90025  18.832   0.015
  2103.81800  18.764   0.012
  2103.82308  18.784   0.011
  2123.74716  18.889   0.025
  2123.75220  18.806   0.022
  2140.73322  18.786   0.022
  2140.73827  18.796   0.020
  2162.68405  18.786   0.022
  2162.68911  18.712   0.024
  2167.67552  18.787   0.020
  2167.68058  18.769   0.021
  2173.65979  18.703   0.018
  2173.66486  18.716   0.018
  2193.61120  18.752   0.018
  2193.61625  18.709   0.018
  2201.59564  18.771   0.022
  2201.60104  18.786   0.026
  2225.57721  18.746   0.018
  2225.58227  18.716   0.019
  2227.62041  18.777   0.020
  2227.62732  18.693   0.019
  2243.57198  18.808   0.027
  2243.57704  18.815   0.028
  2252.52672  18.668   0.021
  2252.53179  18.643   0.018
  2462.88426  18.767   0.023
  2462.88935  18.617   0.022
  2606.54850  18.962   0.026
  2606.55424  18.799   0.023
  2608.53499  18.839   0.029
  2611.52018  18.796   0.026
  2621.53091  18.866   0.031
  2763.90826  18.884   0.020
  2763.91401  18.866   0.017
  2770.90016  18.957   0.025
  2770.90591  18.910   0.022
  2784.92505  18.964   0.015
  2784.93082  18.948   0.015
  2791.91326  19.030   0.025
  2791.91901  18.960   0.024
  2797.87292  18.951   0.014
  2797.87869  18.941   0.015
  2812.90268  19.039   0.020
  2812.90843  18.942   0.021
  2814.90498  18.950   0.021
  2814.91073  18.959   0.020
  2816.90496  18.948   0.019
  2816.91071  18.962   0.019
  2818.89325  18.988   0.015
  2818.89900  18.982   0.016
  2818.90540  18.962   0.017
  2818.91116  19.039   0.018
  2819.90057  18.960   0.015
  2819.90633  18.941   0.015
  2830.82122  18.903   0.018
  2830.82698  18.845   0.014
  2831.83546  18.905   0.021
  2831.84123  18.926   0.021
  2832.83214  18.937   0.019
  2832.83789  18.989   0.020
  2835.86037  19.002   0.024
  2835.86611  18.966   0.021
  2841.83674  18.989   0.016
  2841.84248  18.882   0.015
  2844.82254  18.928   0.016
  2844.82828  18.926   0.016
  2850.78178  18.988   0.018
  2850.78753  18.921   0.017
  2853.81480  18.953   0.012
  2853.82057  18.893   0.010
  2857.80184  18.896   0.021
  2857.80761  19.030   0.029
  2858.79632  18.984   0.015
  2858.80206  18.933   0.015
  2858.81061  18.962   0.015
  2858.81636  18.928   0.015
  2868.73276  18.889   0.018
  2868.73853  18.939   0.019
  2869.73202  18.995   0.021
  2869.73778  18.896   0.019
  2870.73433  18.959   0.018
  2870.74580  18.914   0.018
  2870.75157  18.968   0.018
  2871.74531  19.028   0.017
  2871.75758  18.926   0.016
  2871.76334  18.959   0.016
  2876.72032  18.833   0.019
  2876.72608  18.930   0.019
  2883.72628  18.858   0.016
  2883.73202  18.910   0.016
  2885.81655  18.999   0.018
  2885.82224  18.948   0.019
  2886.66617  18.845   0.023
  2886.67186  18.833   0.020
  2888.71877  18.851   0.016
  2888.72446  18.889   0.017
  2895.70702  18.859   0.018
  2895.71266  18.854   0.019
  2897.70040  18.825   0.025
  2897.70605  18.907   0.030
  2899.68918  18.833   0.014
  2899.69483  18.825   0.012
  2903.72259  18.861   0.011
  2903.72823  18.917   0.013
  2906.68022  18.813   0.016
  2906.68585  18.811   0.017
  2910.65413  18.830   0.021
  2910.65978  18.933   0.023
  2912.65920  18.813   0.017
  2912.66484  18.863   0.018
  2915.60958  18.809   0.019
  2915.61521  18.852   0.021
  2916.63263  18.898   0.019
  2916.63826  18.858   0.018
  2922.62928  18.821   0.033
  2922.63490  18.842   0.037
  2923.63088  18.870   0.023
  2923.63652  18.879   0.023
  2925.61887  18.803   0.020
  2925.62452  18.908   0.025
  2927.63072  18.854   0.019
  2927.63635  18.872   0.022
  2929.63460  18.808   0.023
  2929.64024  18.861   0.023
  2930.61461  18.847   0.016
  2930.62024  18.879   0.018
  2931.61389  18.882   0.017
  2931.61952  18.910   0.017
  2932.61097  18.777   0.018
  2932.61660  18.861   0.018
  2933.60895  18.858   0.014
  2933.61457  18.849   0.015
  2939.56383  18.870   0.022
  2939.56948  18.761   0.021
  2941.55194  18.833   0.020
  2941.55758  18.649   0.016
  2945.55593  18.806   0.022
  2945.56157  18.858   0.022
  2949.54125  18.839   0.022
  2949.54688  18.872   0.025
  2953.54428  18.907   0.020
  2953.54989  18.957   0.022
  2956.56666  18.806   0.014
  2956.57232  18.880   0.014
  2956.57851  18.900   0.016
  2956.58415  18.944   0.018
  2958.56423  18.879   0.018
  2958.56985  18.865   0.017
  2965.52870  18.872   0.022
  2965.53435  18.749   0.020
  2973.52854  18.828   0.023
  2973.53415  18.928   0.023
  2989.53756  18.868   0.026
  2995.53382  18.980   0.025
  2995.53945  18.959   0.022
  3126.91246  18.756   0.017
  3126.91810  18.761   0.018
  3131.90524  18.837   0.024
  3131.91087  18.804   0.022
  3132.89778  18.821   0.027
  3132.90341  18.808   0.025
  3144.92321  18.809   0.021
  3144.92883  18.900   0.025
  3150.91318  18.787   0.015
  3150.91881  18.789   0.014
  3162.90771  18.784   0.018
  3162.91336  18.794   0.017
  3168.93381  18.866   0.016
  3168.93943  18.828   0.016
  3174.91780  18.859   0.013
  3174.92341  18.891   0.013
  3180.90522  18.801   0.014
  3180.91087  18.832   0.014
  3185.89351  18.898   0.015
  3185.89913  18.856   0.015
  3191.88921  18.921   0.023
  3191.89485  18.801   0.024
  3195.86905  18.781   0.018
  3195.87468  18.852   0.018
  3202.84490  18.823   0.019
  3202.85052  18.729   0.022
  3210.81578  18.809   0.013
  3210.82140  18.759   0.013
  3216.83579  18.794   0.023
  3216.84144  18.825   0.027
  3224.79860  18.789   0.016
  3229.75204  18.779   0.019
  3229.75766  18.821   0.020
  3239.75980  18.799   0.020
  3239.76543  18.821   0.019
  3250.74389  18.690   0.018
  3250.74951  18.882   0.022
  3257.70814  18.717   0.014
  3257.71378  18.696   0.015
  3260.73739  18.726   0.016
  3260.74303  18.772   0.018
  3267.67159  18.652   0.012
  3267.67723  18.654   0.013
  3279.64158  18.691   0.018
  3279.64720  18.782   0.019
  3288.59484  18.757   0.019
  3288.60047  18.660   0.016
  3294.58235  18.688   0.021
  3294.58797  18.693   0.020
  3299.58804  18.734   0.012
  3299.59365  18.767   0.011
  3305.59708  18.769   0.019
  3305.60273  18.759   0.020
  3309.57316  18.766   0.019
  3309.57878  18.686   0.024
  3315.54642  18.764   0.015
  3315.55206  18.764   0.016
  3324.57192  18.801   0.019
  3324.57754  18.767   0.018
  3332.53007  18.646   0.026
  3332.53571  18.820   0.025
  3339.56719  18.752   0.016
  3339.57283  18.861   0.018
  3354.53340  18.756   0.018
  3354.53903  18.751   0.018
  3359.53129  18.840   0.032
  3490.91005  18.675   0.014
  3490.91568  18.608   0.013
  3491.90809  18.657   0.015
  3491.91373  18.644   0.013
  3497.91491  18.534   0.012
  3497.92054  18.542   0.012
  3502.91057  18.673   0.013
  3502.91620  18.693   0.013
  3509.91582  18.675   0.013
  3509.92145  18.638   0.012
  3521.90684  18.706   0.018
  3521.91249  18.659   0.018
  3525.93029  18.724   0.015
  3525.93591  18.685   0.015
  3529.93034  18.747   0.011
  3529.93595  18.734   0.012
  3538.91641  18.796   0.016
  3538.92206  18.772   0.015
  3541.91189  18.667   0.014
  3541.91752  18.767   0.015
  3543.86688  18.686   0.018
  3543.87251  18.741   0.019
  3551.89119  18.792   0.013
  3551.89683  18.776   0.013
  3554.88775  18.782   0.020
  3554.89340  18.823   0.020
  3558.87191  18.777   0.013
  3558.87753  18.827   0.017
  3560.86810  18.935   0.017
  3560.87373  18.858   0.016
  3569.82929  18.779   0.016
  3569.83494  18.854   0.017
