58061.06387 -13.04358 0.01260 -12.36579 0.00690 -12.39232 0.00674 -11.99341 0.02105
58062.01505 -13.05050 0.00274 -12.35041 0.00602 -12.39845 0.00501 -12.01639 0.00631
58063.02531 -13.04443 0.00175 -12.35077 0.00325 -12.39101 0.00258 -12.00241 0.00518
58064.12945 -13.06870 0.00295 -12.31381 0.01477 -12.37819 0.00469 -11.99754 0.00654
58065.02066 -13.04023 0.00590 -12.35590 0.00486 -12.38843 0.00473 -11.95998 0.00675
58066.04006 -13.04682 0.00175 -12.32988 0.00544 -12.39367 0.00439 -12.01152 0.00441
58067.03199 -13.03818 0.00186 -12.33890 0.00552 -12.38736 0.00241 -12.00932 0.00303
58068.02131 -13.04087 0.00505 -12.33726 0.00249 -12.38366 0.00242 -11.99672 0.00341
58069.02839 -13.04073 0.00307 -12.33898 0.00462 -12.38921 0.00287 -12.00798 0.00823
58070.03334 -13.05229 0.00175 -12.34433 0.01044 -12.39112 0.00516 -12.01539 0.00615
58071.03804 -13.05251 0.00279 -12.34076 0.00271 -12.39415 0.00303 -12.00626 0.00341
58072.03659 -13.04983 0.00537 -12.35715 0.00430 -12.39855 0.00282 -12.00289 0.00539
58073.03876 -13.05805 0.00175 -12.33981 0.00658 -12.40413 0.00260 -12.00608 0.00315
58074.04338 -13.06518 0.00508 -12.34302 0.01150 -12.40523 0.00296 -12.01590 0.00460
58075.04613 -13.05779 0.00288 -12.34620 0.00460 -12.39196 0.00286 -11.99840 0.00671
58076.04265 -13.06163 0.00321 -12.35290 0.00354 -12.39373 0.00477 -11.98621 0.00469
58077.08119 -13.07896 0.00666 -12.32123 0.01444 -12.40088 0.00489 -11.99019 0.00696
58078.07210 -13.07669 0.00365 -12.32844 0.00361 -12.41314 0.00438 -11.98747 0.00384
58079.05753 -13.07234 0.00197 -12.34893 0.00336 -12.41722 0.00300 -12.00551 0.00401
58080.08043 -13.05640 0.00246 -12.36629 0.00536 -12.41196 0.00254 -12.00147 0.00404
58081.04904 -13.06996 0.00187 -12.35004 0.00291 -12.41641 0.00278 -12.00164 0.00373
58082.04998 -13.08016 0.00236 -12.35852 0.01164 -12.41038 0.00404 -11.99017 0.00987
58083.08512 -13.07686 0.00214 -12.36449 0.00398 -12.42695 0.00319 -11.99601 0.00566
58084.04333 -13.07938 0.00827 -12.35987 0.01704 -12.43307 0.00553 -11.99892 0.00598
58085.02730 -13.09824 0.00284 -12.32930 0.01392 -12.43821 0.00481 -11.98170 0.00722
58086.02554 -13.09276 0.00656 -12.34764 0.00594 -12.45303 0.00543 -11.98565 0.01034
58087.02069 -13.08565 0.00295 -12.35984 0.00858 -12.44032 0.00512 -12.00489 0.00726
58088.02337 -13.08192 0.00544 -12.38161 0.00763 -12.44440 0.00620 -12.02336 0.01713
58091.02224 -13.07340 0.00440 -12.35607 0.01476 -12.45853 0.00898 -11.97835 0.01133
58092.02102 -13.06359 0.00569 -12.40931 0.01519 -12.43166 0.01394 -11.98844 0.01212
58093.02749 -13.08514 0.00464 -12.35849 0.00462 -12.43645 0.00500 -12.02788 0.00978
