Source,Data,L_col_bW,L_col_ZW
N976A,26.8083,0.474048,0.0305704
N976A,25.8163,0.488145,0.0465004
U9391,25.4903,0.500777,-0.22446
U9391,25.8543,0.433283,-0.21527
U9391,25.8482,0.421316,-0.23824
U9391,25.067,0.623302,-0.26948
U9391,25.1308,0.587588,-0.19228
U9391,25.3319,0.594952,-0.23982
U9391,23.7881,0.845732,-0.18376
U9391,23.9246,0.683245,-0.26721
U9391,25.3843,0.40575,-0.20386
U9391,25.7861,0.48746,-0.23769
U9391,25.0315,0.561874,-0.24515
U9391,25.0606,0.5107,-0.2532
U9391,24.9786,0.435758,-0.19423
U9391,25.4511,0.429496,-0.15788
U9391,25.7737,0.441728,-0.24018
U9391,25.2815,0.481166,-0.28472
U9391,24.3896,0.452438,-0.18362
U9391,25.4737,0.655081,-0.2074
U9391,24.8317,0.630383,-0.1956
U9391,24.1247,0.898333,-0.17316
U9391,24.5749,0.572486,-0.2335
U9391,24.3311,0.756298,-0.1594
U9391,24.4936,0.842935,-0.19931
U9391,25.7213,0.454473,-0.21441
U9391,24.6981,0.749423,-0.17479
U9391,25.3441,0.643805,-0.18597
U9391,25.301,0.511883,-0.2464
U9391,24.6636,0.751324,-0.24667
U9391,25.7605,0.483042,-0.21159
U9391,25.4206,0.52505,-0.30402
U9391,24.4249,0.645516,-0.21608
U9391,25.0636,0.523359,-0.23989
U9391,25.8903,0.431993,-0.25934
N4258,21.3556,0.608081,-0.0613496
N4258,22.4587,0.4242,-0.0331096
N4258,22.9652,0.189711,-0.0720096
N4258,23.4943,0.0777358,-0.0744396
N4258,22.6386,0.109099,-0.0692396
N4258,23.3274,0.0963657,-0.0375896
N4258,21.8485,0.502038,-0.0391596
N4258,22.9954,0.0779533,-0.0456796
N4258,23.0522,0.220426,-0.0462396
N4258,20.8264,0.686782,-0.0736096
N4258,21.5866,0.302331,-0.0632496
N4258,23.1722,0.0636971,-0.0496296
N4258,22.6068,0.209857,-0.0601696
N4258,22.749,0.164239,-0.0889696
N4258,22.8041,0.013956,-0.0793996
N4258,24.3148,-0.203589,-0.0515896
N4258,22.7199,0.0958444,-0.0534696
N4258,23.4216,-0.256356,-0.0685896
N4258,23.0221,0.162632,-0.0569296
N4258,24.0113,-0.144101,-0.0624596
N4258,22.9932,0.0247802,-0.0555996
N4258,23.9548,-0.0730216,-0.0663496
N4258,23.2832,0.228265,-0.0609796
N4258,22.9924,0.240798,-0.0554696
N4258,23.5159,0.00181997,-0.0689196
N4258,22.6127,0.314902,-0.0748596
N4258,23.5707,0.0381305,-0.0858696
N4258,21.9352,0.554531,-0.0817896
N4258,24.2056,-0.136969,-0.0572996
N4258,22.0673,0.496171,-0.0648096
N4258,23.1949,-0.00475019,-0.0602096
N4258,23.7632,-0.0268744,-0.0641496
N4258,23.0187,0.230668,-0.0653796
N4258,23.1541,-0.0821988,-0.0730596
N4258,24.5253,-0.125066,-0.0822996
N4258,22.3554,0.451092,-0.0736396
N4258,23.2039,0.155567,-0.0785396
N4258,24.9193,-0.138875,-0.0606296
N4258,24.1078,-0.201929,-0.0698496
N4258,24.1387,-0.137088,-0.0634296
N4258,23.7312,0.0861027,-0.0617296
N4258,23.6549,0.0111756,-0.0615196
N4258,24.7024,-0.156296,-0.0642696
N4258,22.5592,0.388659,-0.0615996
N4258,23.3713,0.00125813,-0.0714296
N4258,22.0334,0.355052,-0.0636396
N4258,24.2076,-0.0147284,-0.0826096
N4258,24.7156,-0.154559,-0.0629096
N4258,22.1036,0.358675,-0.0630696
N4258,24.689,-0.202689,-0.0660596
N4258,22.4398,0.429862,-0.0664896
N4258,23.0598,0.194504,-0.0806996
N4258,23.6642,-0.171924,-0.0647496
N4258,23.3277,0.0463926,-0.0674296
N4258,24.7905,-0.228474,-0.0744896
N4258,24.6153,-0.164261,-0.0836696
N4258,24.1582,-0.0812566,-0.0701696
N4258,23.4861,-0.151782,-0.0922396
N4258,24.134,-0.192167,-0.0804096
N4258,24.059,-0.155861,-0.0840596
N4258,24.8576,-0.17128,-0.0837696
N4258,24.4029,-0.272457,-0.0918796
N4258,23.6737,-0.151229,-0.0816296
N4258,24.4848,-0.134893,-0.0730696
N4258,22.8561,0.335751,-0.0778196
N4258,22.9833,0.163704,-0.0807596
N4258,24.3092,-0.214252,-0.0788496
N4258,23.476,-0.0951225,-0.0739396
N4258,22.0897,0.409926,-0.0823996
N4258,22.9417,-0.0440959,-0.0772196
N4258,24.5782,-0.294272,-0.0892596
N4258,22.3857,0.258515,-0.0820796
N4258,22.8868,0.245136,-0.0872396
N4258,24.2309,-0.178154,-0.0772396
N4258,22.8196,0.15949,-0.0780696
N4258,24.1271,-0.286906,-0.0802596
N4258,23.7787,-0.163439,-0.0860896
N4258,23.4217,0.062835,-0.0828796
N4258,24.0276,-0.263217,-0.11403
N4258,23.1402,-0.0459719,-0.12504
N4258,24.6636,-0.243632,-0.11888
N4258,22.5527,0.203254,-0.1204
N4258,24.1337,-0.263376,-0.12484
N4258,24.0072,0.0878065,-0.0934596
N4258,24.9277,-0.215319,-0.0836296
N4258,23.6936,-0.130186,-0.0844696
N4258,23.9221,-0.0678198,-0.0808996
N4258,23.7659,-0.213259,-0.0797096
N4258,24.7269,-0.285398,-0.0835496
N4258,24.0819,-0.270755,-0.0793796
N4258,23.9639,-0.144343,-0.0778396
N4258,24.3071,-0.248677,-0.0842296
N4258,25.5742,-0.298649,-0.0798396
N4258,22.9823,-0.0465508,-0.0721996
N4258,22.8954,0.0638468,-0.0720396
N4258,24.3442,-0.0645875,-0.0698996
N4258,23.8119,-0.284061,-0.0689096
N4258,23.6963,0.0463926,-0.0738796
N4258,24.3258,-0.160605,-0.0717496
N4258,24.1743,-0.013474,-0.0913396
N4258,24.232,-0.21135,-0.12455
N4258,24.0763,-0.227008,-0.11407
N4258,25.2135,-0.0905046,-0.122
N4258,24.561,-0.208958,-0.1244
N4258,24.3167,-0.287578,-0.0771996
N4258,23.351,0.0763558,-0.12245
N4258,23.4875,-0.127095,-0.0712896
N4258,24.7793,-0.28741,-0.0881896
N4258,24.0374,-0.228767,-0.0655196
N4258,22.6667,-0.115457,-0.0621996
N4258,23.5299,-0.101978,-0.0724896
N4258,23.9384,0.000782251,-0.12666
N4258,23.6878,-0.0142799,-0.10963
N4258,23.4455,0.079581,-0.10824
N4258,24.5222,-0.278179,-0.12176
N4258,24.504,-0.17835,-0.13597
N4258,22.7995,0.165041,-0.13399
N4258,24.089,-0.231936,-0.14818
N4258,24.6321,-0.250063,-0.14247
N4258,24.4719,-0.245155,-0.17027
N4258,24.1994,-0.258946,-0.16492
N4258,23.3267,0.151854,-0.1676
N4258,23.4127,-0.165656,-0.14886
N4258,21.5015,0.635147,-0.0991896
N4258,24.5313,-0.157603,-0.0780496
N4258,21.6669,0.346623,-0.10695
N4258,23.5558,0.125937,-0.0869696
N4258,22.6631,0.333544,-0.13821
N4258,24.024,-0.0583923,-0.14512
N4258,22.3676,0.229724,-0.14125
N4258,24.585,-0.224747,-0.13277
N4258,22.3524,0.367508,-0.14875
N4258,21.9932,0.303346,-0.12472
N4258,22.7888,-0.0418936,-0.14869
N4258,23.2302,0.134516,-0.14997
N4258,24.0541,-0.0840366,-0.14594
N4258,23.3565,-0.143799,-0.1168
N4258,22.5528,0.0938575,-0.15509
N4258,23.8343,-0.255261,-0.15127
N4258,24.0896,-0.282645,-0.14885
N4258,24.7672,-0.253937,-0.11928
N4258,23.504,0.049383,-0.13529
N4258,22.9413,0.156838,-0.14195
N4258,22.4835,0.306676,-0.13939
N4258,22.9772,0.188083,-0.10979
N4258,24.7807,-0.27116,-0.13033
N4258,24.1269,-0.163502,-0.12471
N4258,24.3722,-0.24386,-0.15939
N4258,22.5723,0.182137,-0.0857996
N4258,22.7091,-0.03086,-0.16281
N4258,22.2035,0.490657,-0.0994496
N4258,21.2917,0.585027,-0.0653496
N4258,23.7669,0.0521609,-0.0889096
N4258,22.5781,0.257965,-0.0876096
N4258,23.8036,0.102984,-0.0843596
N4258,22.7234,0.377604,-0.0929796
N4258,20.9545,0.762225,-0.0895596
N4258,22.8012,0.011598,-0.0827196
N4258,21.6904,0.530038,-0.0859896
N4258,23.3458,-0.176458,-0.0860296
N4258,23.7382,0.229366,-0.0859296
N4258,22.2089,0.167702,-0.0879296
N4258,23.6826,-0.064688,-0.0985496
N4258,21.9039,0.498392,-0.10086
N4258,22.6743,0.172159,-0.0879596
N4258,22.9181,0.197293,-0.0905696
N4258,22.5805,0.431695,-0.10146
N4258,22.9245,0.0763558,-0.0831296
N4258,22.9728,-0.0164814,-0.0807496
N4258,23.4744,-0.172246,-0.0942896
N4258,23.9909,0.0771916,-0.0748496
N4258,23.842,0.0557226,-0.0815996
N4258,24.0654,-0.271484,-0.16241
N4258,23.1744,-0.0497485,-0.16205
N4258,24.1347,-0.167119,-0.18922
N4258,23.4707,-0.147011,-0.18455
N4258,24.8693,-0.213259,-0.17275
N4258,23.6163,-0.120693,-0.17186
N4258,24.5781,-0.139652,-0.16875
N4258,23.8269,-0.043808,-0.16865
N4258,24.6476,-0.235353,-0.13827
N4258,24.3774,0.00251031,-0.13631
N4258,24.3422,-0.185004,-0.1255
N4258,24.4931,0.00662971,-0.10594
N4258,23.832,-0.239021,-0.14482
N4258,23.4812,-0.0808385,-0.14547
N4258,23.8525,-0.19767,-0.16572
N4258,24.0023,-0.194197,-0.1658
N4258,24.5725,-0.221557,-0.15667
N4258,24.0883,-0.294187,-0.14881
N4258,23.1401,0.0157998,-0.11442
N4258,23.7559,-0.118865,-0.14151
N4258,24.3157,-0.0378058,-0.14218
N4258,23.8202,-0.193926,-0.14769
N4258,23.1546,-0.0276131,-0.15792
N4258,24.2631,-0.163376,-0.12844
N4258,22.9287,-0.183215,-0.11054
N4258,22.5056,0.374704,-0.0699396
N4258,23.9318,-0.167183,-0.0644596
N4258,23.8794,-0.102252,-0.0636296
N4258,24.7485,-0.215604,-0.0576796
N4258,24.247,-0.0651916,-0.0471696
N4258,22.2233,0.406963,-0.0585296
N4258,21.4088,0.496419,-0.0446796
N4258,22.4609,0.135787,-0.0447496
N4258,22.3172,0.196467,-0.0424996
N4258,23.1492,0.222925,-0.0416896
N4258,23.086,-0.0336156,-0.0409596
N4258,23.9345,0.0711598,-0.0414696
N4258,23.4976,0.0244524,-0.0578496
N4258,24.4065,-0.0122679,-0.0426496
N4258,24.0898,0.083892,-0.0401596
N4258,24.4725,-0.110451,-0.0405996
N4258,23.0865,0.400649,-0.0401496
N4258,22.3577,0.393926,-0.0806396
N4258,22.8008,0.187549,-0.0414696
N4258,23.8366,0.0782793,-0.0292396
N4258,22.2418,0.464705,-0.0776696
N4258,23.8271,-0.0396073,-0.0392996
N4258,22.0487,0.363452,-0.0788896
N4258,22.4412,0.353729,-0.0801196
N4258,22.3126,0.224971,-0.0797896
N4258,23.5598,0.156415,-0.0365496
N4258,22.0252,0.440198,-0.0356996
N4258,22.212,0.332133,-0.0585296
N4258,25.0388,-0.0841419,-0.0700996
N4258,21.4993,0.77928,-0.0754196
N4258,23.2016,0.28306,-0.0836996
N4258,24.0515,0.0314462,-0.0829596
N4258,23.1437,0.00905728,-0.0879696
N4258,21.0067,0.606431,-0.0802596
N4258,23.9609,0.0937877,-0.0645496
N4258,22.0191,0.278311,-0.0506896
N4258,23.0677,0.16882,-0.0739196
N4258,21.6103,0.636911,-0.0724396
N4258,23.4412,0.0609547,-0.0764996
N4258,22.8236,0.29949,-0.0734296
N4258,21.7216,0.224893,-0.0812596
N4258,22.8153,0.273717,-0.0712196
N4258,24.0677,-0.0941519,-0.0653896
N4258,22.6121,0.153105,-0.0486596
N4258,23.6219,-0.0537052,-0.0477396
N4258,23.4776,-0.113369,-0.0511196
N4258,23.805,-0.0672625,-0.0442096
N4258,23.9334,0.0535431,-0.0547996
N4258,23.0114,0.190047,-0.0455496
N4258,22.6125,0.145448,-0.0411296
N4258,21.8609,0.524655,-0.0431596
N4258,21.9067,0.409014,-0.0394896
N4258,22.932,0.0685014,-0.0474196
N4258,23.5478,-0.0631306,-0.0418596
N4258,23.6499,0.00345778,-0.0830696
N4258,22.8928,0.0844636,-0.0882496
N4258,23.8072,-0.0761108,-0.0823296
N4258,22.8114,0.173411,-0.0893796
N4258,23.9699,-0.103296,-0.0790296
N4258,22.7786,0.12558,-0.0546096
N4258,23.3556,0.0654163,-0.0669996
N4258,24.2209,-0.10143,-0.0566196
N4258,22.7717,0.0436168,-0.0720796
N4258,22.2631,0.0552647,-0.0416496
N4258,23.326,-0.0514538,-0.0622796
N4258,24.2008,0.00388777,-0.0767096
N4258,24.2067,0.0675002,-0.0720296
N4258,23.2022,-0.0464543,-0.0659496
N4258,23.4733,-0.0289553,-0.15
N4258,23.0187,0.140927,-0.15094
N4258,23.6533,-0.124951,-0.14887
N4258,24.4655,-0.189677,-0.13348
N4258,20.8089,0.782705,-0.13516
N4258,24.4825,-0.124951,-0.0590596
N4258,22.3928,0.262016,-0.0659596
N4258,23.2675,0.0270679,-0.0663896
N4258,24.2972,-0.121438,-0.0782996
N4258,22.8216,0.0984448,-0.0840396
N4258,23.7153,-0.135782,-0.0944896
N4258,24.3472,-0.114835,-0.0706496
N4258,21.8655,0.596827,-0.0592396
N4258,21.52,0.640051,-0.0873596
N4258,21.4379,0.51952,-0.0210896
N4258,20.3928,0.877293,-0.0275796
N4258,21.0614,0.588687,-0.0248896
N4258,22.3752,0.450662,-0.0259096
N4258,23.9663,0.212018,-0.0290596
N4258,20.203,0.846103,-0.0177296
N4258,20.9855,0.771783,-0.0627296
N4258,22.7204,0.516455,-0.0233796
N4258,21.5311,0.553234,-0.0319796
N4258,23.2966,0.349173,-0.0206896
N4258,22.3786,0.490699,-0.0228496
N4258,22.855,0.217756,-0.0268896
N4258,21.2084,0.530191,-0.0261096
N4258,22.4463,0.367731,-0.0226696
N4258,21.7929,0.381405,-0.0230896
N4258,23.7747,-0.0109763,-0.0262796
N4258,22.2583,0.533923,-0.0320796
N4258,21.8413,0.404065,-0.0291196
N4258,21.1899,0.748601,-0.0350996
N4258,23.1445,0.253634,-0.0286796
N4258,21.9866,0.596937,-0.0334896
N4258,21.9362,0.350432,-0.0306296
N4258,22.5689,0.480565,-0.0305796
N4258,21.4443,0.584632,-0.0363996
N4258,20.6724,0.775471,-0.0370096
N4258,21.7433,0.567177,-0.0457196
N4258,21.5937,0.680629,-0.0444796
N4258,22.2038,0.382844,-0.0416196
N4258,23.696,0.0984448,-0.0460596
N4258,22.2775,0.396631,-0.0432296
N4258,21.0718,0.699787,-0.0414996
N4258,21.5703,0.507989,-0.0491296
N4258,23.5841,0.251525,-0.0416796
N4258,22.9333,0.0827107,-0.0506396
N4258,23.9767,0.041257,-0.0465996
N4258,24.0148,0.0621966,-0.0491796
N4258,22.7851,0.394783,-0.0487396
N4258,22.7936,0.0428317,-0.0503696
N4258,24.4025,-0.14939,-0.0561596
N4258,22.6993,0.19381,-0.0473196
N4258,24.0492,0.0735826,-0.0563796
N4258,23.8787,-0.0906114,-0.0499296
N4258,23.2872,0.0141239,-0.0512196
N4258,23.2205,0.0265379,-0.0249796
N4258,23.9093,-0.0597836,-0.0522396
N4258,23.2178,0.0390431,-0.11853
N4258,23.948,-0.231789,-0.13175
N4258,23.7772,-0.126863,-0.0884996
N4258,23.2215,0.169466,-0.11119
N4258,24.2328,-0.131123,-0.0834596
N4258,24.5418,-0.205325,-0.12191
N4258,23.4863,0.0211195,-0.1612
N4258,22.7218,0.241992,-0.17781
N4258,23.085,0.193505,-0.1561
N4258,23.1666,0.0297488,-0.1592
N4258,24.2875,-0.195284,-0.17256
N4258,23.9929,-0.091253,-0.18885
N4258,23.9028,-0.294272,-0.17885
N4258,24.2878,-0.202689,-0.17063
N4258,25.0417,-0.117385,-0.15493
N4258,23.5773,-0.0648391,-0.18902
N4258,23.3241,-0.0481951,-0.16836
N4258,24.0668,-0.232232,-0.17457
N4258,24.8957,-0.0417981,-0.1688
N4258,24.7049,-0.269221,-0.0998896
N4258,23.9096,-0.273351,-0.14912
N4258,23.7547,-0.0453939,-0.14073
N4258,24.1096,-0.110787,-0.15058
N4258,24.5648,-0.0626795,-0.12063
N4258,24.0361,-0.277521,-0.12946
N4258,24.0493,0.0740583,-0.12039
N4258,24.1806,-0.0798471,-0.13883
N4258,24.3736,0.0662735,-0.14386
N4258,23.4081,0.225074,-0.11988
N4258,23.7656,-0.100445,-0.14376
N4258,23.591,-0.091467,-0.10113
N4258,21.1578,0.823073,-0.13862
N4258,24.3259,-0.256747,-0.14088
N4258,23.9907,-0.0938288,-0.12366
N4258,23.1555,0.27017,-0.10869
N4258,23.634,-0.0951765,-0.22582
N4258,24.3217,-0.200069,-0.22271
N4258,24.425,-0.148535,-0.2171
N4258,24.0406,-0.213613,-0.21674
N4258,23.0609,0.130585,-0.21944
N4258,24.6666,-0.283561,-0.21382
N4258,24.2984,-0.172053,-0.20485
N4258,23.7628,-0.0533128,-0.19869
N4258,22.029,0.277922,-0.20048
N4258,23.6047,-0.0877891,-0.20826
N4258,24.1636,-0.137385,-0.2222
N4258,24.4597,-0.281317,-0.21129
N4258,23.8888,-0.09642,-0.19603
N4258,23.8074,-0.0468888,-0.19078
N4258,23.8047,-0.0188299,-0.21665
N4258,23.2618,-0.0776637,-0.1931
N4258,23.9688,-0.0983736,-0.19287
N4258,24.0966,-0.173732,-0.20828
N4258,23.8621,-0.0570056,-0.20136
N4258,22.9122,0.197954,-0.21149
N4258,24.1963,-0.12966,-0.1953
N4258,23.1204,0.118277,-0.1846
N4258,23.7409,-0.20456,-0.19151
N4258,24.5616,-0.26689,-0.18154
N4258,23.9345,-0.0883734,-0.19919
N4258,23.8068,-0.226059,-0.19465
N4258,24.4024,-0.174444,-0.1833
N4258,23.5662,-0.0734835,-0.18761
N4258,24.3021,-0.213472,-0.1891
N4258,24.089,-0.134538,-0.17719
N4258,24.0348,-0.0496026,-0.17798
N4258,24.2504,-0.156918,-0.17766
N4258,24.5748,-0.271322,-0.17743
N4258,24.7779,-0.234161,-0.17863
N4258,24.8931,-0.213472,-0.22162
N4258,25.2751,-0.226716,-0.18247
N4258,23.9413,-0.112919,-0.13222
N4258,24.6938,-0.264093,-0.12998
N4258,23.3973,-0.169483,-0.1331
N4258,23.4113,-0.0237028,-0.14808
N4258,24.2914,-0.207417,-0.12627
N4258,24.283,-0.190416,-0.14147
N4258,23.2485,0.00641608,-0.17551
N4258,23.9895,-0.131065,-0.19175
N4258,23.4696,0.0548445,-0.20654
N4258,23.4994,-0.275227,-0.17154
N4258,24.094,-0.245307,-0.19554
N4258,22.7247,0.0689086,-0.17833
N4258,23.2729,0.00504661,-0.18784
N4258,24.3191,-0.0449608,-0.22043
N4258,23.3662,-0.0322123,-0.19555
N4258,24.1571,-0.118409,-0.1926
N4258,24.2862,-0.179069,-0.21628
N4258,24.7823,-0.101978,-0.17074
N4258,24.4437,-0.197943,-0.2079
N4258,23.2395,-0.194604,-0.16898
N4258,23.6839,0.0036298,-0.17015
N4258,23.7597,-0.116476,-0.21792
N4258,22.9307,-0.0148628,-0.20177
N4258,23.7045,-0.262264,-0.19645
N4258,24.0889,-0.127793,-0.18551
N4258,23.4647,0.105678,-0.16456
N4258,24.8769,-0.163376,-0.16664
N4258,23.765,-0.187735,-0.17059
N4258,22.5549,0.27307,-0.0814796
N4258,20.8394,0.672409,-0.0451296
N4258,21.507,0.493395,-0.13666
N4258,22.0024,0.327017,-0.13897
N4258,23.5519,-0.0665543,-0.16054
N4258,22.8659,0.262206,-0.16438
N4258,21.8558,0.508581,-0.17589
N4258,21.1939,0.657954,-0.159
N4258,21.5776,0.714485,-0.0134896
N4258,23.6436,-0.0656454,-0.17359
N4258,23.529,0.0439696,-0.14206
N4258,23.4542,0.116324,-0.11278
N4258,23.348,0.243876,-0.0958796
N4258,23.1254,0.267297,-0.0836496
N4258,21.2887,0.586883,-0.1513
N4258,21.5774,0.712245,-0.12818
N4258,23.3112,-0.0286309,-0.11971
N4258,22.9161,0.224402,-0.13281
N4258,21.397,0.560954,-0.12972
N4258,21.5633,0.591806,-0.13435
M31,16.2129,0.747707,-0.12
M31,17.507,0.346353,0.033
M31,17.6174,0.245636,-0.0739994
M31,18.5071,0.0265741,-0.134
M31,18.1156,0.119124,-0.113999
M31,17.9011,0.0917021,-0.00899982
M31,17.4518,0.338795,-0.162999
M31,17.4928,0.305287,-0.103
M31,18.5746,0.00246847,-0.0719995
M31,17.746,0.328176,-0.124
M31,17.5383,0.306082,-0.105
M31,17.895,0.21906,-0.117
M31,17.3169,0.457534,-0.127
M31,17.9846,0.186843,-0.110999
M31,17.8199,0.206529,-0.131
M31,18.002,0.20167,-0.0579996
M31,16.9761,0.459438,-0.0629997
M31,17.7719,0.183241,-0.0699997
M31,16.3821,0.63782,-0.0749998
M31,18.1607,0.131202,-0.167
M31,18.4724,0.0129638,-0.129
M31,16.6321,0.555131,-0.136999
M31,18.1118,0.122805,-0.00699997
M31,17.5709,0.367132,-0.141999
M31,17.9392,0.164115,-0.118999
M31,19.233,-0.16488,-0.110999
M31,18.2979,0.098955,-0.124
M31,18.3873,0.0246909,-0.151
M31,18.4185,0.039652,-0.11
M31,18.4426,0.0478587,-0.112
M31,18.3753,0.0150243,-0.157
M31,18.512,0.0354297,-0.162
M31,17.9071,0.113643,-0.117
M31,18.0486,0.119784,-0.122
M31,18.5611,0.0124576,-0.169
M31,18.2315,0.0271049,-0.0109997
M31,15.4259,0.883979,0.0170002
M31,17.9555,0.173914,-0.12
M31,18.785,-0.0281677,-0.124
M31,18.0546,0.135641,-0.155
M31,18.532,0.0398105,-0.157
M31,18.1578,0.106463,-0.118
M31,19.887,-0.383735,-0.158999
M31,19.166,-0.240257,-0.145
M31,17.779,0.190612,-0.155
M31,17.8867,0.192484,-0.158
M31,17.8228,0.216377,-0.0859995
M31,17.3687,0.291502,-0.0979996
M31,17.497,0.296226,-0.127
M31,17.5971,0.326356,-0.15
M31,17.103,0.383815,-0.0939999
M31,17.1038,0.40785,-0.148
M31,16.566,0.557868,-0.136999
M31,16.373,0.685383,-0.125999
M31,16.999,0.40807,-0.127999
LMC_GRND,9.20506,0.996512,-0.29
LMC_GRND,9.57013,0.896857,-0.29
LMC_GRND,10.0868,0.680245,-0.29
LMC_GRND,10.1815,0.684648,-0.29
LMC_GRND,10.3904,0.676163,-0.29
LMC_GRND,10.5238,0.563244,-0.29
LMC_GRND,10.4298,0.625714,-0.29
LMC_GRND,10.6658,0.574714,-0.29
LMC_GRND,10.5733,0.595474,-0.29
LMC_GRND,10.7652,0.537315,-0.29
LMC_GRND,10.8908,0.483901,-0.29
LMC_GRND,10.9757,0.482059,-0.29
LMC_GRND,10.8055,0.552814,-0.29
LMC_GRND,10.5374,0.655215,-0.29
LMC_GRND,11.1538,0.384497,-0.29
LMC_GRND,10.9136,0.50443,-0.29
LMC_GRND,10.8125,0.566166,-0.29
LMC_GRND,11.1273,0.420698,-0.29
LMC_GRND,11.1561,0.386249,-0.29
LMC_GRND,11.0024,0.492062,-0.29
LMC_GRND,11.0427,0.50229,-0.29
LMC_GRND,11.0643,0.482859,-0.29
LMC_GRND,10.9085,0.445557,-0.29
LMC_GRND,11.0754,0.416024,-0.29
LMC_GRND,11.1261,0.41167,-0.29
LMC_GRND,11.2216,0.379722,-0.29
LMC_GRND,11.1467,0.453043,-0.29
LMC_GRND,11.2849,0.37247,-0.29
LMC_GRND,11.273,0.448753,-0.29
LMC_GRND,11.4025,0.35637,-0.29
LMC_GRND,11.0985,0.475192,-0.29
LMC_GRND,11.2283,0.424228,-0.29
LMC_GRND,11.4415,0.362671,-0.29
LMC_GRND,11.5556,0.327604,-0.29
LMC_GRND,11.498,0.367486,-0.29
LMC_GRND,11.2695,0.382557,-0.29
LMC_GRND,11.731,0.210131,-0.29
LMC_GRND,11.5138,0.324653,-0.29
LMC_GRND,11.5871,0.270935,-0.29
LMC_GRND,11.5234,0.348636,-0.29
LMC_GRND,11.4452,0.334655,-0.29
LMC_GRND,11.7315,0.235781,-0.29
LMC_GRND,11.5638,0.283799,-0.29
LMC_GRND,11.6395,0.302829,-0.29
LMC_GRND,11.7172,0.282486,-0.29
LMC_GRND,11.5416,0.353012,-0.29
LMC_GRND,11.7782,0.228477,-0.29
LMC_GRND,11.8583,0.243559,-0.29
LMC_GRND,11.8847,0.199865,-0.29
LMC_GRND,11.8049,0.272213,-0.29
LMC_GRND,12.0346,0.128108,-0.29
LMC_GRND,12.0499,0.137734,-0.29
LMC_GRND,11.8451,0.242019,-0.29
LMC_GRND,12.0108,0.161038,-0.29
LMC_GRND,12.0383,0.144948,-0.29
LMC_GRND,11.8739,0.199508,-0.29
LMC_GRND,11.8136,0.266467,-0.29
LMC_GRND,12.1452,0.127105,-0.29
LMC_GRND,11.4894,0.363819,-0.29
LMC_GRND,12.1391,0.134591,-0.29
LMC_GRND,12.203,0.123296,-0.29
LMC_GRND,12.0612,0.203821,-0.29
LMC_GRND,12.0358,0.142358,-0.29
LMC_GRND,11.8928,0.179753,-0.29
LMC_GRND,12.053,0.166637,-0.29
LMC_GRND,12.1235,0.143296,-0.29
LMC_GRND,12.072,0.142108,-0.29
LMC_GRND,12.0598,0.160378,-0.29
LMC_GRND,12.0296,0.152777,-0.29
LMC_GRND,12.1424,0.145445,-0.29
LMC_GRND,12.1348,0.135419,-0.29
LMC_GRND,12.385,0.0381432,-0.29
LMC_GRND,12.4204,0.0410372,-0.29
LMC_GRND,12.0448,0.130752,-0.29
LMC_GRND,11.8727,0.243732,-0.29
LMC_GRND,12.3505,0.0331422,-0.29
LMC_GRND,12.1836,0.152655,-0.29
LMC_GRND,12.3006,0.111162,-0.29
LMC_GRND,12.3581,0.0740846,-0.29
LMC_GRND,11.9405,0.208495,-0.29
LMC_GRND,12.2963,0.10161,-0.29
LMC_GRND,12.2151,0.118695,-0.29
LMC_GRND,12.3135,0.0885967,-0.29
LMC_GRND,12.0382,0.200385,-0.29
LMC_GRND,12.3053,0.101059,-0.29
LMC_GRND,12.3291,0.11227,-0.29
LMC_GRND,12.314,0.104555,-0.29
LMC_GRND,12.513,0.0175759,-0.29
LMC_GRND,12.2585,0.134368,-0.29
LMC_GRND,12.2917,0.0862174,-0.29
LMC_GRND,12.3853,0.0757294,-0.29
LMC_GRND,11.9481,0.250298,-0.29
LMC_GRND,12.4867,-0.000304103,-0.29
LMC_GRND,12.5792,-0.0316572,-0.29
LMC_GRND,12.065,0.191702,-0.29
LMC_GRND,12.2751,0.138176,-0.29
LMC_GRND,12.5113,0.0356299,-0.29
LMC_GRND,12.3061,0.118099,-0.29
LMC_GRND,12.4715,0.0449706,-0.29
LMC_GRND,12.2401,0.158121,-0.29
LMC_GRND,12.5178,0.0148565,-0.29
LMC_GRND,12.4503,0.0220158,-0.29
LMC_GRND,12.8198,-0.040577,-0.29
LMC_GRND,12.7176,-0.0569013,-0.29
LMC_GRND,12.5242,0.0516541,-0.29
LMC_GRND,12.6061,-0.0126466,-0.29
LMC_GRND,12.5595,0.0109357,-0.29
LMC_GRND,12.5488,0.00311565,-0.29
LMC_GRND,12.8102,-0.0877779,-0.29
LMC_GRND,12.6878,-0.0637376,-0.29
LMC_GRND,12.71,-0.0598323,-0.29
LMC_GRND,12.6776,-0.0675769,-0.29
LMC_GRND,12.5257,0.0297894,-0.29
LMC_GRND,12.4973,0.0859681,-0.29
LMC_GRND,12.8219,-0.0869282,-0.29
LMC_GRND,12.667,-0.0172314,-0.29
LMC_GRND,12.7958,-0.0856568,-0.29
LMC_GRND,12.8492,-0.100946,-0.29
LMC_GRND,12.5774,-0.0144837,-0.29
LMC_GRND,12.8012,-0.0608304,-0.29
LMC_GRND,12.7173,-0.0585383,-0.29
