Source,Data,L_col_bW,L_col_ZW
N2442,23.1728,0.560511,-0.0473396
N2442,23.0651,0.71894,-0.0564696
N2442,23.9847,0.662886,-0.0695496
N2442,24.3731,0.356555,-0.0656096
N2442,23.2765,0.820274,-0.0622296
N2442,24.4221,0.466879,-0.0758996
N2442,22.6254,0.803886,-0.0716596
N2442,23.0729,0.727199,-0.0736996
N2442,24.0957,0.474366,0.0484404
N2442,24.4348,0.45926,0.0419804
N2442,24.1167,0.475539,-0.0228396
N2442,24.2916,0.341148,0.0206804
N2442,24.785,0.34097,0.0610204
N2442,22.8671,0.743401,-0.0670996
N2442,22.4874,0.76358,-0.0644396
N2442,24.1519,0.381712,0.0398804
N2442,22.5323,0.555897,0.0643904
N2442,24.5426,0.368465,0.0644804
N2442,24.0564,0.446015,0.0316104
N2442,24.2383,0.323392,0.0374504
N2442,24.0321,0.51496,0.0290904
N2442,24.5376,0.43205,-0.0633396
N2442,22.6769,0.562184,0.0254604
N2442,23.3836,0.433725,0.0738104
N2442,23.9483,0.368484,0.0854004
N2442,22.3924,0.800294,0.0207904
N2442,23.4043,0.56274,0.0204104
N2442,23.7045,0.509245,-0.0742296
N2442,24.3737,0.473437,0.0709304
N2442,24.4319,0.359983,0.0176804
N2442,24.895,0.342151,0.0520704
N2442,24.0132,0.572668,0.0256604
N2442,23.4396,0.789699,0.0345204
N2442,24.0852,0.521162,0.0238004
N2442,24.3379,0.636456,0.0822404
N2442,24.1706,0.463488,0.0380904
N2442,22.1291,1.00093,0.0251304
N2442,23.7506,0.47467,0.0656604
N2442,24.9232,0.422533,0.0467004
N2442,24.5095,0.461625,0.0245004
N2442,23.4081,0.412469,0.0685204
N2442,24.071,0.677115,0.0487704
N2442,24.8847,0.358225,0.0160704
N2442,23.8745,0.471413,0.0526004
N2442,23.5665,0.701609,0.0369904
N2442,23.85,0.548516,0.0295804
N2442,24.3803,0.390945,-0.0139596
N2442,23.9804,0.519701,0.0804704
N2442,22.9593,0.663346,-0.0196496
N2442,23.6831,0.647339,0.0392504
N2442,22.8748,0.599359,0.0345604
N2442,23.3361,0.860969,0.0347504
N2442,24.135,0.552616,0.0299404
N2442,24.4193,0.299989,-0.10227
N2442,22.5235,0.66123,0.0247304
N2442,23.4887,0.425723,-0.0817796
N2442,23.8539,0.661079,-0.0497196
N2442,23.7066,0.340201,-0.0770796
N2442,23.6612,0.743931,0.00031042
N2442,23.9652,0.430256,-0.0345796
N2442,23.6419,0.368706,-0.0235696
N2442,22.4821,0.765416,0.00891042
N2442,23.3325,0.729163,0.00832042
N2442,23.2576,0.704998,0.00791042
N2442,25.1976,0.317461,-0.0326796
N2442,24.0642,0.540062,0.00557042
N2442,25.2572,0.302064,-0.0189796
N2442,23.6808,0.526788,-0.0365796
N2442,25.5439,0.362766,-0.0297796
N2442,23.0485,0.512404,-0.0512596
N2442,22.3976,0.833562,-0.0993196
N2442,23.8389,0.555873,-0.11291
N2442,23.8393,0.470989,-0.0291896
N2442,24.6233,0.443672,-0.0524796
N2442,23.9627,0.609917,-0.0937296
N2442,22.7284,0.763185,-0.0325096
N2442,24.6756,0.421355,0.10434
N2442,23.0243,0.681367,-0.0907796
N2442,23.0511,0.79783,-0.0981696
N2442,23.9049,0.327091,-0.00169958
N2525,23.6353,0.557474,0.0649304
N2525,24.4043,0.544513,0.0976804
N2525,24.3785,0.510982,0.0930004
N2525,23.9429,0.484071,0.12463
N2525,24.2297,0.611564,0.12487
N2525,24.7965,0.828947,0.0832004
N2525,23.4505,0.923039,0.0819204
N2525,23.8021,0.722593,0.0878204
N2525,24.2413,0.686327,0.0983404
N2525,25.3009,0.604469,0.11834
N2525,23.7314,0.565819,0.0953004
N2525,23.9818,0.554484,0.10441
N2525,24.4577,0.462707,0.10515
N2525,23.9418,0.556348,0.12415
N2525,24.3724,0.518077,0.0794804
N2525,22.8526,0.89341,0.0874804
N2525,23.9535,0.503377,0.11986
N2525,24.707,0.343006,0.0986204
N2525,24.8463,0.532765,0.0446804
N2525,24.8147,0.3376,0.0693604
N2525,25.3216,0.351935,0.10641
N2525,22.4312,0.895338,0.10541
N2525,24.3964,0.69589,0.0857604
N2525,24.8944,0.453971,0.12716
N2525,24.7898,0.442895,0.13222
N2525,23.96,0.660148,0.12236
N2525,23.9352,0.512883,0.10679
N2525,24.8446,0.476047,0.0840104
N2525,23.976,0.464297,0.0670604
N2525,24.2816,0.389088,0.0928304
N2525,23.4082,0.628424,0.0808004
N2525,23.5987,0.643723,0.0899704
N2525,23.2214,0.958577,0.0904504
N2525,22.7623,0.696247,0.0882504
N2525,23.9758,0.46843,0.0918204
N2525,23.7388,0.570873,0.10014
N2525,25.0072,0.402904,0.0902304
N2525,24.2644,0.591639,0.0864804
N2525,24.2451,0.45132,0.0919904
N2525,24.1232,0.668328,0.0663404
N2525,24.6715,0.405476,0.10104
N2525,24.499,0.618628,0.0641304
N2525,23.8235,0.709291,0.0881904
N2525,24.3555,0.674725,0.13427
N2525,25.2821,0.485952,0.0972404
N2525,23.8668,0.698795,0.0633104
N2525,24.1646,0.742591,0.12783
N2525,23.3904,0.605241,0.0744104
N2525,24.5874,0.590498,0.11786
N2525,24.818,0.682915,0.136
N2525,24.4292,0.455956,0.10048
N2525,24.5602,0.488666,0.0884104
N2525,23.9829,0.533689,0.0991604
N2525,24.0398,0.52418,0.0838004
N2525,24.2603,0.724332,0.0899704
N2525,25.0028,0.562708,0.1285
N2525,22.9818,0.952797,0.0905604
N2525,24.317,0.44063,0.0967704
N2525,25.1982,0.407408,0.11012
N2525,24.4838,0.510689,0.1185
N2525,23.1576,0.785979,0.0891404
N2525,25.027,0.402921,0.0868704
N2525,24.9049,0.559254,0.0533004
N2525,25.4503,0.305934,0.0702604
N2525,24.4331,0.434811,0.0965104
N2525,24.5118,0.602294,0.0553804
N2525,23.8122,0.554351,0.13815
N2525,25.1072,0.480642,0.10103
N2525,25.0437,0.475296,0.12451
N2525,22.7791,0.799924,0.1145
N2525,24.6458,0.508136,0.0989004
N2525,24.2099,0.675282,0.11896
N2525,23.2972,0.709021,0.13092
N2608,24.2218,0.698235,-0.00230958
N2608,26.1657,0.480696,0.1536
N2608,24.8369,0.436668,0.0252704
N2608,25.1501,0.518897,0.1009
N2608,26.2527,0.39862,0.0910904
N2608,24.6669,0.697803,0.15521
N2608,24.6823,0.707145,0.11988
N2608,24.0133,0.862629,0.0825404
N2608,23.7859,0.701,0.1252
N2608,24.3669,0.845357,0.16207
N2608,25.0679,0.64393,0.14881
N2608,25.8684,0.529103,0.12408
N2608,23.5515,0.932094,0.11172
N2608,24.8304,0.776592,0.11205
N2608,25.6264,0.437251,0.0956204
N2608,24.1837,0.644869,0.10579
N2608,24.4059,0.724548,0.0983204
N2608,24.4417,0.535596,0.0986704
N2608,24.5001,0.501951,0.10615
N2608,26.0925,0.53233,0.12751
N2608,24.034,0.783256,0.15259
N2608,23.9766,0.493867,0.15342
N3021,25.2885,0.311773,0.0536404
N3021,25.5361,0.320268,0.0476904
N3021,25.3456,0.35919,-0.0520396
N3021,25.5104,0.377091,0.0669904
N3021,25.2338,0.398877,0.0191704
N3021,24.9202,0.425664,0.0330004
N3021,25.7328,0.438683,0.0918204
N3021,24.4664,0.498565,0.0932904
N3021,24.7316,0.519704,0.0858904
N3021,24.7239,0.518658,0.0805704
N3021,25.6036,0.545719,0.0587504
N3021,24.6382,0.55866,0.0557204
N3021,24.6993,0.593439,0.0407204
N3021,24.6711,0.60548,0.10637
N3021,24.3799,0.612529,0.0811604
N3021,23.9961,0.761825,0.0205904
N3147,25.3099,0.572481,0.18131
N3147,26.0499,0.505992,0.17737
N3147,23.6622,0.871161,0.15734
N3147,24.7717,0.85522,0.17736
N3147,25.7418,0.566171,0.16777
N3147,24.1103,0.836721,0.192
N3147,25.1661,0.60372,0.17508
N3147,24.9841,0.591175,0.16633
N3147,25.8198,0.493606,0.17011
N3147,26.4231,0.487277,0.16849
N3147,24.4494,0.886258,0.17421
N3147,25.2883,0.643532,0.18651
N3147,25.8308,0.505267,0.18146
N3147,24.3651,0.840744,0.17383
N3147,24.7287,0.906205,0.19122
N3147,24.6907,0.885369,0.1874
N3147,23.1541,0.846099,0.18468
N3147,25.7498,0.537498,0.17083
N3147,25.1728,0.776901,0.15783
N3147,24.9627,0.689486,0.19127
N3147,24.0594,0.852956,0.17089
N3147,25.1332,0.712047,0.18878
N3147,25.1832,0.636316,0.15403
N3147,26.0163,0.490905,0.15373
N3147,24.4479,0.79925,0.15901
N3147,25.26,0.677203,0.18264
N3147,25.004,0.694601,0.17167
N3254,25.0087,0.589782,-0.2265
N3254,25.0765,0.470999,0.00110042
N3254,25.5017,0.353528,-0.21637
N3254,25.9629,0.263846,-0.17502
N3254,24.1327,0.521186,-0.27084
N3254,23.7476,0.763662,-0.15087
N3254,24.0647,0.762834,-0.24255
N3254,25.2555,0.426254,-0.20065
N3254,23.8996,0.831823,-0.29663
N3254,25.0325,0.601929,-0.28826
N3254,25.2992,0.438759,-0.28334
N3254,26.6052,0.193772,-0.35913
N3254,25.9505,0.297371,-0.36956
N3254,25.2346,0.470473,-0.0211596
N3254,23.8454,0.871062,0.0313904
N3254,24.6421,0.311167,-0.22463
N3254,23.7367,0.755267,-0.0151196
N3254,24.2348,0.541026,-0.28268
N3254,25.164,0.554835,0.0445204
N3254,23.8718,0.471058,-0.1766
N3254,24.4826,0.737959,-0.14187
N3254,25.1727,0.455254,-0.0545596
N3254,23.7329,0.878154,-0.24845
N3254,24.8417,0.501393,-0.12937
N3254,24.1555,0.744151,-0.33084
N3254,24.284,0.513846,-0.28729
N3254,24.3609,0.531861,-0.1064
N3254,23.2854,0.983168,-0.0955496
N3254,23.43,0.729877,0.0116104
N3254,24.3815,0.573145,-0.29678
N3254,25.5738,0.642339,-0.2305
N3254,25.4206,0.556951,-0.24607
N3254,25.6036,0.526557,-0.25909
N3254,23.9027,0.706935,-0.30817
N3254,24.7585,0.347588,-0.23981
N3254,24.7087,0.488895,-0.18206
N3254,24.0364,0.834976,-0.28807
N3254,24.1757,0.386371,-0.10723
N3254,24.9524,0.435266,-0.0876596
N3254,24.3197,0.767681,-0.00829958
N3254,23.5155,0.656727,-0.25004
N3254,24.4354,0.507227,-0.17536
N3254,25.2796,0.483377,-0.0387096
N3254,23.4471,0.824852,-0.1946
N3254,23.4874,0.776088,0.0207804
N3254,23.793,0.864834,-0.0930396
N3254,24.9456,0.485134,-0.14025
N3254,25.4726,0.347394,-0.29636
N3370,25.2997,0.379645,-0.14252
N3370,25.7397,0.379862,-0.0276496
N3370,25.592,0.389618,-0.37161
N3370,25.1776,0.394285,-0.27584
N3370,24.8905,0.395313,-0.20938
N3370,25.21,0.402752,-0.00525958
N3370,24.6314,0.403248,-0.13827
N3370,24.6943,0.419766,-0.22049
N3370,25.4145,0.424219,-0.12544
N3370,25.2297,0.426623,-0.29757
N3370,25.8853,0.437341,-0.25852
N3370,25.0315,0.452939,-0.25166
N3370,24.5397,0.460451,-0.11797
N3370,25.2834,0.468379,-0.2692
N3370,25.4272,0.4721,-0.11453
N3370,24.9599,0.475862,-0.0172796
N3370,24.715,0.477348,-0.0529896
N3370,24.8019,0.477521,0.0500204
N3370,24.3379,0.479906,-0.31312
N3370,25.4814,0.480908,-0.0959796
N3370,24.2446,0.492474,-0.24819
N3370,25.4418,0.494016,-0.0446296
N3370,24.9279,0.494792,-0.18552
N3370,24.6629,0.496133,-0.19065
N3370,24.723,0.508929,0.00963042
N3370,23.9396,0.510708,-0.13882
N3370,24.2752,0.514072,-0.0583496
N3370,25.6528,0.522531,-0.00617958
N3370,24.4024,0.530637,-0.00791958
N3370,23.9374,0.537818,0.0378304
N3370,25.291,0.541936,0.00763042
N3370,24.4161,0.543052,-0.20326
N3370,24.5498,0.545449,-0.17262
N3370,24.2776,0.545646,-0.30064
N3370,24.3559,0.551225,-0.29024
N3370,24.1799,0.551298,-0.21057
N3370,24.7737,0.56007,-0.12456
N3370,24.5617,0.561853,-0.34181
N3370,24.635,0.571833,-0.14422
N3370,24.609,0.582167,-0.15724
N3370,23.8141,0.584516,-0.11632
N3370,24.0587,0.586751,-0.1487
N3370,24.3622,0.59173,-0.1763
N3370,24.9491,0.610775,-0.0333196
N3370,24.1521,0.613406,-0.0255596
N3370,23.8335,0.626636,-0.0980296
N3370,24.9941,0.629335,0.10205
N3370,23.5766,0.644524,-0.0749996
N3370,24.1576,0.645347,0.0846604
N3370,23.3286,0.630856,-0.0975096
N3370,24.6887,0.652858,0.0751104
N3370,23.9574,0.655008,-0.0758196
N3370,24.3339,0.66629,-0.2691
N3370,23.7967,0.676422,-0.0423496
N3370,24.9023,0.692268,-0.13032
N3370,24.0718,0.694573,-0.16065
N3370,23.9849,0.731531,-0.15617
N3370,24.3667,0.733197,0.0344804
N3370,25.1879,0.740782,-0.0391996
N3370,23.9195,0.755286,0.0721504
N3370,23.4415,0.788992,-0.17276
N3370,24.0233,0.789273,-0.0902496
N3370,23.6277,0.823749,-0.24371
N3370,23.3372,0.827118,-0.2406
N3370,23.4353,0.829129,0.0630004
N3370,23.1182,0.83707,-0.0917896
N3370,24.5101,0.840481,-0.13427
N3370,23.1692,0.8606,-0.0201096
N3370,23.3539,0.876178,-0.0576596
N3370,22.731,0.89613,-0.14767
N3370,24.0325,0.927272,0.0415504
N3370,23.4355,0.943574,-0.15812
N3370,23.1099,0.980983,-0.12626
N3447,24.7379,0.508759,-0.19942
N3447,25.1976,0.300028,-0.1818
N3447,24.5481,0.501251,-0.18046
N3447,24.716,0.400166,-0.22662
N3447,24.443,0.512551,-0.18631
N3447,24.9693,0.510699,-0.24683
N3447,23.3754,0.853247,-0.18009
N3447,24.8459,0.428998,-0.1797
N3447,24.5665,0.525699,-0.19047
N3447,23.7109,0.671882,-0.16158
N3447,25.1918,0.341115,-0.21741
N3447,24.6052,0.366965,-0.16203
N3447,25.4582,0.340918,-0.13394
N3447,24.6511,0.476184,-0.12884
N3447,24.7821,0.329315,-0.144
N3447,23.9217,0.683677,-0.18713
N3447,23.6739,0.75174,-0.15472
N3447,24.846,0.442859,-0.16186
N3447,25.5043,0.311331,-0.23489
N3447,24.2844,0.517732,-0.14574
N3447,24.2112,0.539585,-0.10512
N3447,24.7524,0.547888,-0.13535
N3447,24.4573,0.561925,-0.15059
N3447,23.9678,0.624662,-0.14131
N3447,24.9607,0.359162,-0.16156
N3447,24.7665,0.331761,-0.15918
N3447,25.2765,0.382217,-0.14394
N3447,24.4269,0.475113,-0.12971
N3447,24.0713,0.59637,-0.13911
N3447,25.0363,0.520691,-0.21656
N3447,24.7534,0.571803,-0.14207
N3447,23.6866,0.624498,-0.23818
N3447,24.0353,0.68561,-0.14328
N3447,24.8307,0.442422,-0.18385
N3447,25.2577,0.379444,-0.1445
N3447,24.9972,0.411638,-0.14715
N3447,24.0408,0.476748,-0.12523
N3447,24.0935,0.660665,-0.23475
N3447,25.0656,0.394288,-0.12496
N3447,24.8868,0.441859,-0.13173
N3447,23.5735,0.771774,-0.21921
N3447,23.7563,0.533838,-0.14563
N3447,24.4861,0.452079,-0.1406
N3447,23.8593,0.598491,-0.15078
N3447,25.0853,0.307425,-0.0919096
N3447,24.0624,0.557703,-0.14621
N3447,25.1942,0.383883,-0.12914
N3447,24.052,0.556444,-0.15523
N3447,23.6916,0.651456,-0.13033
N3447,25.3955,0.358044,-0.15474
N3447,24.9955,0.306977,-0.16053
N3447,24.7949,0.503266,-0.12328
N3447,23.9369,0.60853,-0.11892
N3447,23.8415,0.592218,-0.0824696
N3447,24.0307,0.605728,-0.19696
N3447,24.6281,0.370391,-0.10081
N3447,24.1775,0.572695,-0.12153
N3447,24.2426,0.545553,-0.18058
N3447,23.765,0.606618,-0.12453
N3447,24.8413,0.495191,-0.10129
N3447,23.6789,0.662796,-0.13452
N3447,24.6899,0.419253,-0.14801
N3447,25.5162,0.336812,-0.13972
N3447,23.2279,0.860551,-0.0747696
N3447,24.543,0.426752,-0.0903996
N3447,22.7471,1.05806,-0.14172
N3447,23.319,0.811108,-0.20056
N3447,24.049,0.585785,-0.13603
N3447,23.2797,0.796864,-0.11069
N3447,24.5078,0.594546,-0.14226
N3447,23.8666,0.67372,-0.13923
N3447,25.2737,0.378449,-0.15216
N3447,24.8608,0.357056,-0.0875596
N3447,25.683,0.454381,-0.13763
N3447,24.4867,0.454472,-0.14706
N3447,24.7489,0.457425,-0.0918096
N3447,23.8823,0.523111,-0.1497
N3447,24.6694,0.39603,-0.20864
N3447,22.9963,0.833543,-0.2127
N3447,25.0922,0.37598,-0.15658
N3447,24.4967,0.545208,-0.21591
N3447,23.8164,0.510365,-0.15068
N3447,24.9567,0.381139,-0.15001
N3447,23.0252,0.861248,-0.21523
N3447,23.2601,0.829621,-0.21248
N3447,25.0057,0.317436,-0.1671
N3447,24.6759,0.368265,-0.15685
N3447,24.9551,0.363006,-0.15952
N3447,24.5456,0.359881,-0.14595
N3447,23.9875,0.520599,-0.17366
N3447,24.6872,0.483793,-0.20692
N3447,24.2125,0.566763,-0.21468
N3447,24.6495,0.556203,-0.19036
N3447,24.8497,0.41266,-0.21058
N3447,23.9772,0.570304,-0.19485
N3447,25.1167,0.387799,-0.21252
N3447,24.2277,0.662326,-0.21036
N3447,24.3493,0.498898,-0.14169
N3447,22.4554,1.06254,-0.15179
N3447,24.3976,0.502681,-0.14971
N3447,25.4714,0.381265,-0.15016
N3583,25.2207,0.381423,0.0343504
N3583,24.7007,0.787714,0.00425042
N3583,23.8987,0.989064,0.0394904
N3583,25.7867,0.433563,0.0409504
N3583,25.5975,0.461487,0.00909042
N3583,23.9482,0.87006,-0.14257
N3583,24.2442,0.424767,-0.11684
N3583,25.7974,0.314783,-0.0358096
N3583,24.5495,0.74652,-0.0911696
N3583,24.2539,0.771914,-0.0891096
N3583,25.9693,0.304853,-0.00921958
N3583,23.9437,0.840408,-0.0613596
N3583,25.5071,0.324573,0.00094042
N3583,24.7411,0.654661,-0.0156596
N3583,24.1325,0.682282,-0.0654496
N3583,25.4066,0.78109,0.0249904
N3583,25.3482,0.391219,0.0235904
N3583,24.3628,0.631748,0.10312
N3583,26.0162,0.433325,-0.0978996
N3583,25.5238,0.317532,-0.0581396
N3583,25.0044,0.545371,-0.17503
N3583,24.8869,0.572984,0.00871042
N3583,24.7072,0.553861,0.0588104
N3583,24.5011,0.732451,-0.14065
N3583,24.1661,1.01398,-0.0536196
N3583,24.4308,0.641996,-0.0872796
N3583,25.3981,0.549272,-0.0512196
N3583,26.0776,0.301441,-0.0502196
N3583,24.7328,0.637538,-0.0654096
N3583,24.7171,0.661841,-0.1453
N3583,26.099,0.327423,-0.0782496
N3583,25.6405,0.607642,-0.0865196
N3583,25.522,0.3991,-0.23465
N3583,24.889,0.556204,-0.21602
N3583,25.6329,0.428191,-0.17626
N3583,25.7605,0.534551,-0.2234
N3583,24.0857,0.953964,0.0445204
N3583,25.2097,0.408696,-0.0646296
N3583,25.1937,0.323264,-0.0421996
N3583,24.5904,0.762651,-0.25371
N3583,25.5644,0.393299,-0.0637896
N3583,24.3406,0.7744,0.0502604
N3583,24.3503,0.645229,0.1157
N3583,25.3927,0.561704,-0.0239896
N3583,25.1444,0.478193,-0.20768
N3583,25.0736,0.439403,-0.0951596
N3583,24.5879,0.598913,-0.26183
N3583,24.6974,0.580866,0.00162042
N3583,25.0155,0.604684,-0.0363596
N3583,25.0644,0.490826,-0.0640696
N3583,23.6592,0.87331,-0.0361296
N3583,25.1385,0.505047,-0.17892
N3583,24.6832,0.684526,0.0892204
N3583,25.3289,0.525323,-0.00837958
N3972,25.2277,0.205538,-0.00010958
N3972,23.5489,0.73141,0.00300042
N3972,24.9255,0.281842,0.00708042
N3972,23.4229,0.618923,0.00283042
N3972,24.1416,0.421553,0.00027042
N3972,24.8662,0.273432,0.0149304
N3972,24.8621,0.294817,0.0185504
N3972,23.3783,0.669847,0.0426104
N3972,24.0536,0.558829,0.0331304
N3972,23.734,0.506892,0.0430404
N3972,24.3918,0.501631,0.0410704
N3972,23.4435,0.807558,0.0469804
N3972,24.0814,0.526035,0.0409104
N3972,25.286,0.184677,0.0279504
N3972,24.8112,0.395628,0.0642004
N3972,25.0162,0.278388,0.0367104
N3972,23.046,0.713239,0.0688204
N3972,24.8177,0.315952,0.0425304
N3972,24.5014,0.570941,0.0511704
N3972,24.9955,0.374741,0.0159104
N3972,23.7829,0.640697,0.0770404
N3972,24.3653,0.564272,-0.0123696
N3972,23.056,0.762509,-0.0478596
N3972,24.5331,0.475091,0.0506504
N3972,23.0962,0.71054,0.0864704
N3972,23.8443,0.440682,-0.0102696
N3972,23.2741,0.530348,0.0329704
N3972,24.7031,0.255292,-0.0208896
N3972,23.0178,0.758759,0.0939504
N3972,24.666,0.407024,0.0488804
N3972,22.9087,0.798486,0.0798304
N3972,25.1095,0.505596,0.0435704
N3972,24.1908,0.50321,0.0424104
N3972,24.3498,0.583245,0.0509304
N3972,23.7122,0.489469,0.0343804
N3972,24.9466,0.349654,0.0251304
N3972,24.7709,0.261597,0.0341304
N3972,24.5613,0.401544,0.0549504
N3972,24.0059,0.348413,0.0405404
N3972,23.2172,0.845512,0.0426304
N3972,23.3115,0.504568,0.0523204
N3972,24.6407,0.47256,0.0345904
N3972,24.4252,0.19139,-0.00991958
N3972,25.066,0.27784,0.0162004
N3972,24.5641,0.31295,0.0363704
N3972,25.3184,0.42609,0.0194104
N3972,24.8655,0.259672,0.0451404
N3972,23.7841,0.503428,0.0236104
N3972,23.3532,0.757315,0.0157104
N3972,25.1295,0.244846,-0.0235196
N3972,25.6771,0.354639,0.00456042
N3972,25.5481,0.277543,0.0513204
N3982,24.5103,0.190034,-0.12326
N3982,25.4027,0.220387,-0.11029
N3982,23.9291,0.238799,-0.0446696
N3982,25.5965,0.240044,-0.0398796
N3982,24.36,0.250338,-0.1295
N3982,25.168,0.260394,-0.0723496
N3982,25.3774,0.264291,-0.12981
N3982,24.8512,0.268247,-0.34191
N3982,24.5432,0.27212,-0.0337196
N3982,24.6912,0.290589,-0.38836
N3982,24.9851,0.321486,-0.0722296
N3982,24.1099,0.327849,0.0224104
N3982,25.0335,0.333179,-0.18056
N3982,24.6729,0.397388,-0.14236
N3982,23.4469,0.448343,-0.0344396
N3982,24.8836,0.471113,-0.0547896
N3982,23.8216,0.510045,-0.36445
N3982,23.8167,0.526859,-0.00420958
N3982,24.1327,0.531954,-0.22044
N3982,24.6139,0.557624,0.0278704
N3982,23.9148,0.585344,-0.37994
N3982,24.1189,0.604644,-0.288
N3982,24.0116,0.604698,-0.12914
N3982,24.124,0.61775,-0.13223
N3982,23.945,0.674101,-0.10157
N3982,23.5956,0.758465,-0.3625
N3982,22.9826,0.918456,0.0707504
N4038,23.7437,0.449317,0.0195004
N4038,23.8266,0.47567,0.00945042
N4038,24.0605,0.51104,0.0573104
N4038,24.3755,0.54361,0.0298704
N4038,24.8373,0.554709,-0.00168958
N4038,23.6194,0.56038,0.0964404
N4038,23.6427,0.575941,0.0584304
N4038,23.5524,0.585491,0.0644604
N4038,23.3003,0.5978,0.0326504
N4038,23.7252,0.600507,0.0524004
N4038,24.158,0.611169,0.0350104
N4038,23.9123,0.625153,-0.0890696
N4038,23.5319,0.630202,0.0474604
N4038,23.3301,0.631071,0.0108604
N4038,22.9439,0.640898,-0.00025958
N4038,23.7363,0.659038,0.0590804
N4038,23.1051,0.661908,0.0376304
N4038,22.4656,0.667256,-0.0418496
N4038,23.4987,0.699553,0.0409504
N4038,23.8126,0.766904,0.0493104
N4038,22.8183,0.783266,-0.0967096
N4038,22.7175,0.785522,-0.0259796
N4038,22.4842,0.80665,0.0123804
N4038,23.5124,0.821619,0.0659104
N4038,23.1268,0.860577,0.0669704
N4038,22.4221,0.883182,-0.0210996
N4038,22.7298,1.01012,0.0395304
N4038,22.6002,1.06818,0.0930804
N4038,22.6008,1.08331,0.0590504
N4424,22.73,0.550988,0.0712004
N4424,22.1028,0.514088,0.0786604
N4424,23.7937,0.459423,0.0478304
N4424,23.4943,0.554244,0.0623404
N4424,23.7193,0.649461,0.0526304
N4424,23.1609,0.40013,0.00114042
N4424,23.418,0.418662,0.0482204
N4424,24.4659,0.471451,0.0731404
N4424,23.0969,0.335527,0.0859104
N4536,23.7213,0.177422,-0.0575596
N4536,24.0541,0.204128,-0.0423196
N4536,24.237,0.237207,-0.20479
N4536,23.1787,0.244545,-0.12473
N4536,24.0862,0.250139,-0.21688
N4536,24.3558,0.250745,-0.13014
N4536,24.7576,0.263308,-0.23609
N4536,23.8783,0.271356,-0.26277
N4536,23.8379,0.281204,-0.20964
N4536,24.3899,0.28505,-0.14485
N4536,23.9952,0.301313,-0.24195
N4536,24.4625,0.315321,-0.20934
N4536,23.8442,0.331273,-0.12534
N4536,23.9444,0.335321,-0.0902796
N4536,24.1167,0.336914,-0.13212
N4536,23.3923,0.378678,-0.16324
N4536,23.3579,0.43722,-0.11796
N4536,23.634,0.466217,-0.0882196
N4536,23.4686,0.469554,-0.18061
N4536,23.1703,0.476511,-0.0527896
N4536,23.177,0.502139,-0.0487796
N4536,22.702,0.544061,-0.1336
N4536,22.2794,0.550744,-0.0320096
N4536,23.127,0.562805,-0.14838
N4536,23.6533,0.5688,-0.13467
N4536,23.1624,0.572524,-0.22287
N4536,22.9909,0.581861,-0.0271896
N4536,23.1635,0.617248,-0.20217
N4536,23.0974,0.630164,-0.22163
N4536,22.6948,0.64359,-0.18099
N4536,23.0196,0.696709,-0.13087
N4536,22.7064,0.696899,-0.26823
N4536,22.4091,0.716846,-0.17097
N4536,22.6155,0.721437,-0.2503
N4536,22.2403,0.73405,-0.22505
N4536,22.0166,0.770247,-0.19125
N4536,22.4451,0.771586,-0.15181
N4536,22.6657,0.84527,-0.17407
N4536,21.8748,0.968756,-0.0328896
N4536,21.5929,0.99203,-0.0610396
N4639,24.5282,0.312065,-0.0367196
N4639,24.4037,0.330816,0.0614004
N4639,24.596,0.345215,-0.0602096
N4639,23.937,0.356614,-0.0960596
N4639,24.0624,0.404262,0.00641042
N4639,24.4035,0.409408,0.0734204
N4639,24.3422,0.417759,0.0460104
N4639,23.8605,0.431424,0.0366004
N4639,24.3524,0.463039,0.00894042
N4639,24.3149,0.486827,-0.0247096
N4639,24.3337,0.503946,-0.12053
N4639,24.2164,0.509888,0.11921
N4639,24.4664,0.510742,0.12303
N4639,24.2768,0.517184,-0.0646296
N4639,24.0849,0.530374,-0.0587296
N4639,24.6408,0.549035,-0.22785
N4639,23.7953,0.577854,-0.1079
N4639,24.2488,0.584472,0.0694704
N4639,23.4251,0.609447,0.0245904
N4639,23.8173,0.612452,-0.0704196
N4639,23.6944,0.657216,-0.0591596
N4639,23.2149,0.678722,0.0200604
N4639,23.6854,0.687077,-0.18824
N4639,23.0809,0.698184,0.0801204
N4639,23.9955,0.729034,-0.0872696
N4639,23.9181,0.742535,-0.0151496
N4639,23.1258,0.745781,-0.00955958
N4639,23.2641,0.763496,0.13086
N4639,22.3778,0.77191,0.0751704
N4639,22.8653,0.906215,0.0585704
N4680,24.0193,0.753397,-0.0686496
N4680,24.8502,0.68274,-0.0264796
N4680,24.8084,0.788022,-0.0156696
N4680,25.5559,0.520907,-0.0696096
N4680,24.2948,0.926091,-0.0412696
N4680,25.0708,0.470174,-0.12664
N4680,23.5481,0.813404,-0.11575
N4680,23.244,0.86506,-0.0737396
N4680,24.1024,0.776921,-0.0894196
N4680,23.9168,0.659799,-0.12854
N4680,24.0783,0.686595,0.0452804
N5468,24.5797,0.842588,-0.0562096
N5468,24.6847,0.602729,-0.16672
N5468,24.458,0.755916,-0.15151
N5468,24.6318,0.900298,-0.10021
N5468,25.9245,0.5734,-0.0799196
N5468,25.7454,0.70569,-0.14519
