ID,Survey,RAJ2000,DEJ2000,P,nJ,nH,Jmag,e_Jmag,Hmag,e_Hmag,Type,Flag,FlagJ,FlagH,E(B-V),Jmagc,Hmagc,Catalog
2484982,K18a,11.795186,42.262501,3.44979,1,1,20.787,0.036,20.354,0.041,FM,0,0,0,0.0,20.74,20.327,R
1200420,K18a,10.829799,41.515706,3.532512,1,1,20.432,0.036,19.854,0.041,FM,0,0,0,0.18938,20.302,19.778,R
2465224,K18a,11.624308,42.182603,3.570441,1,1,20.86,0.036,20.633,0.041,FM,0,0,0,0.25023,20.703,20.541,R
2111408,K18a,11.756464,42.040452,3.820194,1,1,20.457,0.036,19.735,0.041,FM,0,0,1,0.23784,20.305,19.647,R
2010304,K18a,11.887946,42.159551,3.927768,1,1,20.818,0.036,20.24,0.041,FM,0,0,0,0.0,20.771,20.212,R
102646,K18a,11.080985,41.294618,4.011686,1,1,20.14,0.036,19.399,0.041,FM,0,0,0,0.24624,19.984,19.309,R
2504604,K18a,11.601392,42.344905,4.169369,1,1,20.466,0.036,19.992,0.041,FM,0,1,0,0.0,20.419,19.965,R
217694,K18a,11.303088,41.369589,4.219893,1,1,20.64,0.036,20.22,0.041,FM,0,0,0,0.0,20.593,20.193,R
2146265,K18a,11.754917,42.135109,4.312613,2,2,20.74,0.036,20.254,0.041,FM,0,1,0,0.0,20.693,20.227,R
2486560,K18a,11.596614,42.269477,4.350774,1,1,20.63,0.036,20.151,0.041,FM,0,0,0,0.0,20.583,20.123,R
2159099,K18a,11.515967,42.188543,4.367304,1,1,20.476,0.036,20.3,0.041,FM,0,0,0,0.23871,20.324,20.211,R
169545,K18a,10.9389,41.17877,4.587793,1,1,20.24,0.036,19.658,0.041,FM,0,0,0,0.26177,20.078,19.563,R
2029033,K18a,11.390766,41.848307,4.836471,1,1,20.121,0.036,19.435,0.041,FM,0,0,0,0.29449,19.945,19.332,R
2153495,K18a,11.664582,42.160931,4.89337,1,1,20.275,0.036,20.082,0.041,FM,0,0,0,0.22741,20.128,19.997,R
2137931,K18a,11.790771,42.110497,5.241316,1,1,19.749,0.036,19.118,0.041,FM,0,0,0,0.22438,19.603,19.034,R
2014406,K18a,11.890767,42.196741,5.370323,1,1,20.515,0.036,19.978,0.041,FM,0,0,0,0.0,20.468,19.95,R
2054319,K18a,11.349259,41.910326,5.962781,1,1,19.777,0.036,19.2,0.041,FM,0,0,0,0.2924,19.602,19.098,R
111500,K18a,11.114452,41.334141,6.148177,1,1,19.417,0.036,18.945,0.041,FM,0,0,0,0.25676,19.257,18.852,R
925522,K18a,11.054188,41.796363,6.170063,1,1,19.287,0.036,18.831,0.041,FM,0,0,0,0.22595,19.141,18.745,R
115763,K18a,11.11426,41.35236,6.166236,1,1,19.608,0.036,18.874,0.041,FM,0,0,0,0.26876,19.443,18.778,R
896374,K18a,11.065173,41.675,6.322582,2,2,19.212,0.036,18.779,0.041,FM,0,0,0,0.16758,19.091,18.709,R
1057118,K18a,11.22505,41.529297,6.720823,1,1,19.645,0.036,19.046,0.041,FM,0,0,0,0.26921,19.479,18.95,R
2037568,K18a,11.548271,41.869281,7.175724,1,1,19.733,0.036,19.047,0.041,FM,0,0,0,0.24001,19.58,18.958,R
992697,K18a,11.283999,41.6654,8.698585,1,1,19.476,0.036,18.805,0.041,FM,0,0,0,0.27829,19.307,18.707,R
983780,K18a,11.188523,41.633917,8.876542,1,1,19.15,0.036,18.385,0.041,FM,0,0,0,0.19937,19.015,18.307,R
867535,K18a,11.398066,41.780802,8.715978,1,1,19.531,0.036,18.87,0.041,FM,0,0,0,0.23674,19.38,18.782,R
505085,K18a,10.846659,41.173833,8.569051,1,1,19.128,0.036,18.361,0.041,FM,0,0,0,0.22353,18.982,18.277,R
809538,K18a,11.51571,41.631242,10.025332,1,1,19.549,0.036,19.109,0.041,FM,0,0,0,0.0,19.502,19.082,R
2158353,K18a,11.575819,42.184511,12.323417,1,1,19.257,0.036,18.961,0.041,FM,0,0,0,0.20816,19.119,18.88,R
1063124,K18a,11.252389,41.553097,13.760092,1,1,19.394,0.036,18.488,0.041,FM,0,0,0,0.29139,19.218,18.386,R
2143993,K18a,11.651737,42.128729,15.421719,1,1,19.286,0.036,18.821,0.041,FM,0,0,0,0.23344,19.137,18.734,R
433964,K18a,10.705678,41.346776,17.765678,1,1,18.301,0.036,17.566,0.041,FM,0,0,0,0.18917,18.17,17.49,R
189314,K18a,10.995344,41.250955,17.843667,1,1,19.194,0.036,18.663,0.041,FM,0,0,0,0.23264,19.044,18.576,R
99586,K18a,11.073233,41.280639,20.655104,1,1,19.072,0.036,18.592,0.041,FM,0,0,0,0.25282,18.914,18.5,R
1072345,K18a,11.281367,41.587781,21.290017,1,1,18.954,0.036,18.434,0.041,FM,0,0,0,0.27908,18.784,18.335,R
2470271,K18a,11.450581,42.21409,21.172809,1,1,18.938,0.036,18.475,0.041,FM,0,0,0,0.22709,18.791,18.389,R
986080,K18a,11.299428,41.641941,25.565698,1,1,18.499,0.036,18.047,0.041,FM,0,0,0,0.25856,18.338,17.953,R
928076,K18a,11.073435,41.80852,31.716901,1,1,18.389,0.036,17.873,0.041,FM,0,0,0,0.2243,18.243,17.788,R
