PGC,Nest,Nmb,logpK,Mvir,Mlum
97123,102257,2,10.29,,167.0
97132,109299,1,9.6,,4.75
97134,201155,3,10.02,,22.2
97136,202401,2,9.72,,5.92
97141,109766,1,10.23,,3.86
97144,112539,1,9.23,,0.495
97147,100658,4,10.32,,54.1
97148,212187,1,9.15,,0.163
97149,109456,1,9.44,,4.43
97152,201924,2,9.94,,34.0
97155,210429,1,9.83,,2.05
97156,110112,1,9.28,,3.35
97157,208782,1,9.49,,5.05
97159,100486,5,10.18,7.83,30.0
97163,106365,1,9.75,,19.2
97166,210960,1,9.51,,1.45
97171,107988,1,9.95,,8.57
97172,111939,1,9.4,,1.08
97175,102016,2,9.88,,10.3
97187,112189,1,9.71,,0.826
97194,108566,1,9.9,,6.79
97195,106170,1,9.76,,23.0
97198,101872,2,9.99,,39.1
97205,103078,2,9.85,,24.4
97209,101102,3,10.1,,25.4
97210,104836,1,9.89,,70.7
97220,104765,1,10.08,,82.6
97226,104304,1,10.11,,160.0
97235,102308,2,10.41,,668.0
97236,202415,2,9.75,,5.05
97237,212311,1,,,0.059
97238,210641,1,9.89,,1.8
97243,112848,1,8.8,,0.226
97246,211825,1,8.82,,0.591
97247,207119,1,9.72,,10.9
97248,202100,2,9.38,,2.82
97249,202100,2,9.38,,2.82
97253,207984,1,9.52,,7.12
97254,100575,4,10.42,,150.0
97256,100575,4,10.42,,150.0
97261,107819,1,9.56,,8.24
97264,109314,1,9.49,,4.39
97265,201588,2,9.9,,14.2
97268,112168,1,8.92,,0.784
97367,203083,1,10.39,,2360.0
97377,102634,2,10.53,,1500.0
97413,100526,4,,,15300.0
97420,100220,7,10.74,22200.002,7300.0
97421,100220,7,10.64,22200.002,7300.0
97442,203484,1,10.24,,399.0
97444,201408,2,10.53,,2310.0
97448,200382,5,10.69,11700.0,13000.0
97449,200441,5,10.78,271.0,2310.0
97457,200390,5,10.85,5330.0,8180.0
97479,200390,5,,5330.0,8180.0
97484,102158,2,10.02,,36.7
97493,100927,3,10.14,,24.1
97496,210921,1,10.21,,1.49
97503,211302,1,9.16,,1.12
97518,209825,1,9.33,,2.89
97519,206091,1,9.79,,19.5
97526,203432,1,10.07,,467.0
97536,100004,81,11.28,1410.0,1770.0
97537,101209,3,10.26,,42.9
97541,103580,1,10.16,,648.0
97543,109863,1,9.29,,3.6
97549,106383,1,9.68,,18.1
97563,208892,1,9.67,,4.66
97745,100010,55,11.4,3710.0,10400.0
97890,100010,55,11.46,3710.0,10400.0
97958,100010,55,11.39,3710.0,10400.0
97989,100010,55,11.39,3710.0,10400.0
98008,100010,55,11.57,3710.0,10400.0
98022,100010,55,11.56,3710.0,10400.0
98045,100010,55,11.57,3710.0,10400.0
98082,109252,1,9.58,,5.32
98336,100010,55,11.56,3710.0,10400.0
98589,100010,55,11.59,3710.0,10400.0
98677,100010,55,11.52,3710.0,10400.0
98766,100010,55,11.59,3710.0,10400.0
98792,100010,55,11.53,3710.0,10400.0
98829,100010,55,11.53,3710.0,10400.0
98929,112206,1,10.43,,0.839
98947,100010,55,11.53,3710.0,10400.0
98955,100010,55,11.53,3710.0,10400.0
99522,102508,2,10.15,,59.5
99666,100010,55,11.23,3710.0,10400.0
99896,109836,1,9.37,,3.8
99912,108952,1,9.42,,5.51
99957,200388,5,10.61,8950.0,5400.0
100031,100106,11,10.41,13.5,32.6
100035,202011,2,9.7,,2.89
100036,208026,1,9.55,,6.93
100037,201536,2,10.5,,1520.0
100039,203510,1,10.6,,378.0
100040,205864,1,9.76,,21.7
100041,208414,1,9.71,,5.92
100042,211638,1,9.38,,0.77
100043,201504,2,10.57,,1180.0
100044,201504,2,10.6,,1180.0
100045,205342,1,9.83,,31.4
100050,201711,2,9.79,,3.77
100052,207439,1,9.55,,9.28
100053,207486,1,9.82,,9.28
100054,206741,1,9.86,,13.4
100055,200632,4,10.48,,88.1
100056,200632,4,10.48,,88.1
100057,200632,4,10.48,,88.1
100058,206452,1,10.26,,15.8
100060,200088,12,10.32,113.0,29.7
100066,206466,1,9.76,,15.3
100068,111580,1,9.48,,1.54
100074,108097,1,9.6,,8.81
100076,104601,1,10.22,,98.9
100077,103432,1,10.31,,1670.0
100078,110953,1,9.26,,2.37
100080,210879,1,9.39,,1.53
100086,104436,1,10.03,,126.0
100089,102445,2,9.94,,14.4
100090,200732,4,9.92,,8.8
100091,104705,1,9.98,,89.0
100092,105685,1,9.78,,34.7
100096,112056,1,9.54,,0.965
100097,112504,1,9.09,,0.555
100098,105807,1,9.78,,31.1
100100,102417,2,10.3,,270.0
100102,111006,1,9.31,,2.22
100104,105424,1,9.87,,40.8
100105,104287,1,10.2,,151.0
100108,202471,2,9.99,,28.2
100118,111248,1,9.48,,1.96
100123,112746,1,9.81,,0.327
100128,211733,1,10.83,,0.674
100129,207600,1,9.49,,8.57
100131,207029,1,9.9,,11.5
100158,200003,63,11.05,282.0,282.0
100165,200221,7,10.55,325.0,388.0
100398,100007,86,11.21,5310.0,3980.0
100408,103409,1,10.33,,1220.0
100430,200914,3,,,7990.0
100469,201558,2,10.41,,443.0
100480,201405,2,10.55,,2100.0
100483,200577,4,10.27,,67.6
100492,201475,2,10.55,,677.0
100493,201475,2,10.55,,677.0
100551,200830,3,10.57,,3260.0
100576,204146,1,10.09,,115.0
100590,205128,1,9.97,,36.8
100690,205112,1,9.78,,37.8
100703,203021,1,10.49,,3830.0
100715,201161,3,10.62,,92.9
100736,208055,1,9.65,,6.93
100738,200205,8,10.3,2.52,26.8
100743,206289,1,9.83,,17.5
100745,206422,1,9.81,,16.2
100749,200491,5,10.5,24.8,71.3
100755,209342,1,9.98,,3.77
100757,206999,1,9.66,,11.8
100758,208633,1,9.53,,5.32
100759,200240,7,10.28,26.7,23.4
100761,200748,4,10.25,,10.0
100765,202851,2,9.78,,10.6
100768,211550,1,9.79,,0.856
100769,202830,2,9.58,,3.58
100771,210927,1,9.08,,1.49
100777,109639,1,10.02,,4.47
100894,200031,22,10.79,235.0,378.0
101124,200654,4,10.41,,106.0
101125,204134,1,9.91,,115.0
101126,204462,1,9.82,,73.2
101127,201098,3,10.16,,18.5
101128,200487,5,10.61,2.01,955.0
101129,205147,1,9.94,,36.8
101132,200404,5,10.81,622.0,4290.0
101137,202816,2,10.34,,506.0
101138,203615,1,10.11,,298.0
101139,201577,2,10.45,,577.0
101140,208556,1,10.48,,5.46
101142,208270,1,9.77,,6.24
101143,202418,2,9.71,,13.1
101144,200109,11,10.61,165.0,115.0
101149,205257,1,9.81,,33.1
101151,200327,6,10.27,70.1,37.8
101152,205923,1,9.86,,21.1
101153,201196,3,10.3,,50.5
101157,201390,3,10.54,,3410.0
101158,205242,1,9.86,,34.0
101160,200434,7,10.74,457.0,1090.0
101162,200090,12,10.76,206.0,282.0
101176,200364,6,10.28,17.6,44.3
101179,200332,6,10.62,44.7,275.0
101180,200009,52,11.48,3560.0,11100.001
101181,200355,6,10.76,37.8,1010.0
101186,206391,1,9.64,,16.2
101187,205827,1,9.74,,22.2
101189,200453,5,10.42,14.3,92.9
101191,207564,1,9.95,,8.8
101193,201906,2,10.1,,5.46
101194,200490,5,10.4,33.0,95.4
101195,207863,1,9.65,,7.51
101196,200378,6,10.52,11.0,103.0
101205,201262,3,10.21,,38.8
101206,200884,3,10.21,,46.7
101207,200422,7,10.63,1590.0,1030.0
101208,204016,1,9.99,,135.0
101210,211339,1,10.19,,1.06
101214,201389,2,10.56,,8770.0
101218,210922,1,9.22,,1.49
101219,202878,2,10.66,,3570.0
101220,208165,1,9.83,,6.58
101221,201920,2,9.94,,17.1
101222,206335,1,9.72,,17.1
101223,201628,2,10.59,,431.0
101225,203358,1,10.35,,625.0
101226,203381,1,10.3,,562.0
101233,206085,1,9.99,,19.5
101235,200585,4,10.45,,180.0
101236,202634,2,10.4,,593.0
101237,202634,2,10.38,,593.0
101245,203641,1,10.12,,275.0
101249,207720,1,9.92,,8.13
101250,210379,1,9.16,,2.11
101252,201454,2,10.51,,793.0
101255,201998,2,10.1,,79.2
101257,205268,1,9.92,,33.1
101259,204344,1,9.95,,83.6
101260,202799,2,10.43,,331.0
101262,203043,1,,,2970.0
101265,200697,4,10.57,,211.0
101266,201597,2,10.32,,298.0
101353,100029,29,10.96,314.0,294.0
101357,100029,29,10.96,314.0,294.0
101358,100029,29,10.96,314.0,294.0
101359,100029,29,10.96,314.0,294.0
101366,100029,29,10.96,314.0,294.0
119649,105367,1,9.91,,41.9
120733,107045,1,10.16,,14.0
120734,103469,1,10.14,,1290.0
126976,200119,10,10.92,4400.0,6210.0
127135,200119,10,11.02,4400.0,6210.0
127181,200119,10,11.03,4400.0,6210.0
127188,207602,1,9.78,,8.57
127196,203449,1,10.17,,443.0
127201,203545,1,10.07,,349.0
127204,203877,1,9.97,,180.0
127206,206917,1,9.67,,12.1
127210,207174,1,9.59,,10.6
127221,202924,2,10.11,,44.3
127222,202924,2,10.11,,44.3
127223,201625,2,10.06,,54.7
127226,201625,2,10.09,,54.7
127229,201392,2,10.32,,1300.0
127230,206433,1,9.74,,15.8
127233,203061,1,10.25,,2590.0
127237,200454,5,10.44,63.0,112.0
127241,205952,1,9.91,,21.1
127247,200227,7,10.47,104.0,88.1
127250,200227,7,10.5,104.0,88.1
127256,203200,1,10.27,,1270.0
127261,201638,2,10.13,,53.3
127271,206025,1,9.69,,20.0
127276,202093,2,9.99,,2.4
127278,208541,1,9.64,,5.61
127280,201881,2,10.0,,54.7
127283,202040,2,10.06,,15.8
127290,201542,2,10.03,,12.7
127296,201638,2,10.13,,53.3
127314,200925,3,10.43,,171.0
127321,202653,2,10.3,,128.0
127330,203212,1,10.23,,1240.0
127339,207308,1,9.95,,10.0
127346,201045,3,10.15,,38.8
127366,203488,1,10.3,,399.0
127395,203628,1,10.11,,290.0
127403,202052,2,10.35,,431.0
127405,202052,2,10.35,,431.0
127416,209653,1,9.31,,3.22
127421,207643,1,9.52,,8.57
127439,202250,2,9.97,,27.5
127440,202250,2,10.0,,27.5
127447,200548,4,10.8,,4200.0
127452,201545,2,10.07,,47.9
127456,203692,1,10.06,,254.0
127461,201518,4,10.35,,53.3
127465,201518,4,10.33,,53.3
127470,209302,1,10.18,,3.87
127476,203023,2,10.56,,5040.0
127483,212322,1,8.23,,0.052
127486,209671,1,9.89,,3.22
127487,201677,2,9.95,,14.6
127492,205514,1,9.99,,27.5
127499,203850,1,9.96,,185.0
127506,207855,1,9.52,,7.51
127508,209500,1,9.34,,3.48
127509,210459,1,9.28,,2.0
127513,201050,3,10.34,,40.9
127515,203106,1,10.37,,2050.0
127524,205811,1,9.83,,22.8
127530,205369,1,9.92,,30.5
127534,203668,1,10.13,,261.0
127538,201990,2,9.81,,11.5
127541,203464,1,10.15,,431.0
127550,200503,5,10.22,6.18,23.4
127555,203370,1,10.25,,593.0
127560,200559,4,10.69,,1490.0
127561,208249,1,9.73,,6.24
127573,203475,1,10.09,,409.0
127577,205512,1,9.8,,27.5
127583,203874,1,9.99,,180.0
127588,206771,1,9.72,,13.1
127594,204842,1,9.85,,49.2
127602,201489,2,10.47,,1920.0
127615,204963,1,9.78,,43.1
127625,201178,3,10.36,,83.6
127633,203022,1,10.43,,3830.0
127648,201727,2,10.37,,420.0
127653,201727,2,10.33,,420.0
127657,201178,3,10.36,,83.6
127672,205803,1,9.73,,22.8
127676,203473,1,10.12,,409.0
127679,206041,1,9.76,,20.0
127682,205499,1,9.87,,27.5
127687,207487,1,9.62,,9.04
127691,201387,2,10.54,,5930.0
127694,201387,2,10.5,,5930.0
127695,207234,1,9.87,,10.3
127720,205247,1,9.93,,34.0
127729,204456,1,9.87,,73.2
127734,202904,2,9.6,,6.4
127757,200985,3,10.09,,30.5
127765,202017,2,9.73,,4.08
127768,208973,1,9.64,,4.54
127771,207021,1,9.54,,11.5
127778,208227,1,9.67,,6.4
127779,208770,1,9.63,,5.05
127790,209077,1,9.51,,4.3
127800,207435,1,9.84,,9.28
127806,207910,1,9.73,,7.51
127809,211408,1,9.34,,1.0
127811,210422,1,9.15,,2.05
127812,202938,2,10.07,,21.7
127813,202938,2,10.06,,21.7
127821,203585,1,10.15,,322.0
127837,201477,2,10.48,,229.0
127842,201988,2,10.42,,92.9
127852,208450,1,9.55,,5.76
127861,211611,1,9.37,,0.791
127864,200109,11,10.61,165.0,115.0
127867,200109,11,10.61,165.0,115.0
127868,200109,11,10.61,165.0,115.0
127872,209523,1,9.58,,3.39
127875,200327,6,10.27,70.1,37.8
127878,206841,1,9.6,,12.7
127885,210693,1,9.52,,1.75
127888,210145,1,9.35,,2.4
127916,200640,4,10.56,,71.3
127924,209940,1,9.24,,2.74
127935,208974,1,9.52,,4.54
127950,201105,3,10.37,,171.0
127961,211546,1,9.39,,0.856
127965,210373,1,9.45,,2.11
127971,208087,1,9.81,,6.75
127975,203239,1,10.17,,1010.0
127979,203866,1,10.08,,180.0
127984,201692,2,9.6,,5.92
127986,201692,2,9.6,,5.92
127993,203368,1,10.21,,593.0
127997,200144,11,10.84,6310.0,3920.0
128025,200144,11,10.81,6310.0,3920.0
128027,200413,5,10.61,467.0,506.0
128029,211391,1,10.06,,1.0
128050,201887,2,10.06,,60.8
128053,210107,1,9.46,,2.47
128056,209915,1,9.33,,2.74
128064,201496,2,10.56,,714.0
128067,201485,2,10.52,,837.0
128071,200475,5,10.19,23.6,12.4
128079,200475,5,10.31,23.6,12.4
128080,200858,4,10.82,,955.0
128081,200475,5,10.08,23.6,12.4
128083,200144,11,10.94,6310.0,3920.0
128085,200144,11,10.93,6310.0,3920.0
128086,200144,11,10.96,6310.0,3920.0
128090,202627,2,9.92,,18.0
128093,201143,3,9.73,,4.54
128097,200119,10,10.97,4400.0,6210.0
128106,200475,5,10.31,23.6,12.4
128109,211569,1,10.31,,0.834
128115,200286,6,10.82,3970.0,3040.0
128116,200286,6,10.67,3970.0,3040.0
128124,204106,1,9.98,,121.0
128129,209627,1,9.73,,3.22
128139,201942,2,10.38,,431.0
128144,203679,1,10.3,,254.0
128152,200283,6,10.82,27100.0,11000.0
128153,201862,4,10.36,,146.0
128164,209137,1,9.95,,4.19
128167,207718,1,9.92,,8.13
128169,207839,1,9.62,,7.71
128177,200283,6,10.9,27100.0,11000.0
128179,201240,3,10.2,,35.8
128180,200283,6,10.9,27100.0,11000.0
128181,209088,1,9.59,,4.3
128184,200283,6,10.76,27100.0,11000.0
128189,209158,1,9.88,,4.19
128190,202570,2,9.56,,3.87
128199,200286,6,10.73,3970.0,3040.0
128213,200559,4,10.76,,1490.0
128220,203115,1,10.54,,1960.0
128224,202398,2,10.34,,171.0
128225,202398,2,10.34,,171.0
128226,202157,2,10.2,,69.4
128228,203171,1,10.37,,1450.0
128229,202157,2,10.18,,69.4
128241,202713,2,10.25,,71.3
128256,201415,2,10.28,,175.0
128263,209040,1,9.7,,4.42
128269,207841,1,9.5,,7.71
128277,201456,2,10.48,,166.0
128278,208620,1,9.69,,5.32
128288,203174,1,10.26,,1450.0
128310,207555,1,9.76,,8.8
128335,209119,1,9.59,,4.3
128357,208836,1,9.6,,4.91
128361,203516,1,10.25,,368.0
128362,210267,1,9.21,,2.22
128372,200409,5,10.48,276.0,109.0
128374,207623,1,9.79,,8.57
128378,200409,5,10.46,276.0,109.0
128381,200218,7,10.57,624.0,175.0
128400,207739,1,9.65,,8.13
128413,200225,7,10.63,37.1,154.0
128418,209008,1,9.41,,4.42
128421,206353,1,9.77,,16.6
128428,202854,2,9.73,,8.57
128431,204688,1,10.1,,57.7
128432,204190,1,10.11,,106.0
128436,204365,1,9.88,,81.4
128438,206685,1,9.79,,13.8
128444,200069,14,10.66,154.0,195.0
128448,205370,1,10.02,,30.5
128450,202411,2,9.74,,12.7
128451,202411,2,9.74,,12.7
128455,200069,14,10.73,154.0,195.0
128456,200069,14,10.73,154.0,195.0
128459,200069,14,10.73,154.0,195.0
128460,208809,1,9.63,,4.91
128461,200069,14,10.73,154.0,195.0
128469,200426,5,10.17,76.4,26.1
128472,200426,5,10.1,76.4,26.1
128477,201761,2,10.25,,57.7
128483,200104,11,10.67,360.0,185.0
128487,200104,11,10.82,360.0,185.0
128489,200104,11,10.67,360.0,185.0
128504,202579,2,9.74,,7.71
128520,210469,1,9.58,,2.0
128531,204336,1,9.91,,83.6
128532,209459,1,9.68,,3.58
128535,200984,3,10.16,,10.0
128538,204303,1,10.0,,88.1
128539,204578,1,10.09,,64.1
128548,200448,5,10.32,26.0,26.8
128556,204445,1,9.98,,73.2
128558,207763,1,9.81,,7.92
128561,200327,6,10.25,70.1,37.8
128566,203687,1,10.35,,254.0
128587,204121,1,9.98,,115.0
128589,202015,2,9.8,,9.28
128597,202786,2,9.86,,6.75
128599,202281,2,10.13,,11.2
128616,211038,1,9.31,,1.38
128625,203919,1,10.46,,166.0
128629,200408,8,10.65,362.0,519.0
128638,201944,2,10.33,,166.0
128640,208872,1,9.76,,4.79
128642,203079,1,10.32,,2410.0
128643,201944,2,10.36,,166.0
128657,210721,1,9.26,,1.7
128662,204925,1,10.04,,45.4
128663,207601,1,9.56,,8.57
128677,200245,7,10.58,85.6,180.0
128688,200118,10,11.08,7140.0,4710.0
128703,200968,3,10.43,,175.0
128709,208201,1,9.7,,6.4
128719,200631,4,10.22,,69.4
128728,200631,4,10.21,,69.4
128739,200408,8,10.62,362.0,519.0
128757,200851,3,10.65,,1450.0
128778,205040,1,9.8,,40.9
128784,202595,2,10.06,,42.0
128785,202595,2,10.06,,42.0
128797,200101,11,10.78,1680.0,659.0
128837,204393,1,9.96,,79.2
128844,206434,1,9.75,,15.8
128847,206659,1,9.66,,13.8
128854,202050,2,9.76,,7.51
128856,200009,52,11.48,3560.0,11100.001
128860,200009,52,11.42,3560.0,11100.001
128862,200009,52,11.44,3560.0,11100.001
128864,200009,52,11.39,3560.0,11100.001
128866,200009,52,11.26,3560.0,11100.001
128871,200009,52,11.22,3560.0,11100.001
128890,200680,6,10.51,53.2,314.0
128894,210144,1,9.45,,2.4
128899,204542,1,9.96,,67.6
128910,201428,2,10.4,,1300.0
128912,208397,1,9.78,,5.92
128914,204268,1,9.93,,92.9
128929,203983,1,10.16,,146.0
128943,207835,1,9.49,,7.71
128945,202600,2,9.67,,8.8
128955,203203,1,10.35,,1240.0
128958,204267,1,9.91,,92.9
128959,204642,1,10.08,,60.8
128963,202225,2,10.33,,50.5
128964,202225,2,10.36,,50.5
128969,200436,5,10.8,181.0,1490.0
128972,200436,5,10.8,181.0,1490.0
128973,200436,5,10.8,181.0,1490.0
128975,200436,5,10.79,181.0,1490.0
128978,206827,1,9.94,,12.7
128979,202806,2,9.94,,24.7
128982,204160,1,10.17,,109.0
128986,211150,1,9.62,,1.24
128989,200400,5,10.46,451.0,206.0
128991,201854,2,10.19,,37.8
128992,200400,5,10.49,451.0,206.0
128993,203069,1,10.42,,2530.0
128994,200400,5,10.47,451.0,206.0
129006,202715,2,10.01,,16.2
129007,202715,2,10.01,,16.2
129013,200095,12,10.8,95.6,409.0
129016,200095,12,10.8,95.6,409.0
129020,200095,12,10.8,95.6,409.0
129030,208343,1,9.41,,6.07
129032,204050,1,10.33,,131.0
129041,210649,1,9.15,,1.75
129045,201391,2,10.69,,5930.0
129047,206820,1,9.8,,12.7
129050,204063,1,10.0,,128.0
129058,201862,4,10.31,,146.0
129062,201862,4,10.39,,146.0
129065,201979,2,10.12,,97.9
129072,206356,1,9.75,,16.6
129076,201521,2,10.36,,548.0
129083,201979,2,10.12,,97.9
129085,201502,2,10.28,,112.0
129086,201502,2,10.3,,112.0
129091,204931,1,10.24,,44.3
129099,200854,3,10.41,,175.0
129104,201017,3,10.34,,171.0
129116,203292,1,10.35,,837.0
129123,201017,3,10.38,,171.0
129124,201017,3,10.38,,171.0
129127,204111,1,10.25,,118.0
129130,204944,1,10.12,,43.1
129140,207292,1,9.59,,10.0
129157,209450,1,9.31,,3.58
129167,209299,1,9.41,,3.87
129176,204647,1,9.82,,60.8
129177,205819,1,10.48,,22.2
129187,207548,1,9.57,,8.8
129198,207865,1,9.91,,7.51
129206,201359,3,10.2,,39.8
129211,203010,1,,,5280.0
129224,205346,1,9.77,,31.4
129226,200600,4,10.42,,34.0
129238,212129,1,9.69,,0.236
129243,203918,1,9.99,,166.0
129248,200496,5,10.13,23.5,36.8
129264,208052,1,9.49,,6.93
129300,209821,1,10.1,,2.89
129313,212002,1,8.91,,0.383
129326,204384,1,9.91,,79.2
129328,200845,3,10.47,,358.0
129332,200845,3,10.47,,358.0
129338,208623,1,9.8,,5.32
129349,207473,1,9.69,,9.28
129350,206616,1,9.91,,14.2
129351,207589,1,9.91,,8.8
129355,201165,3,10.42,,314.0
129359,201165,3,10.46,,314.0
129388,210665,1,9.6,,1.75
129394,207143,1,9.66,,10.9
129402,205812,1,9.73,,22.8
129440,200815,3,10.68,,7810.0
129467,201758,2,10.27,,56.2
129513,202714,2,10.12,,45.4
129524,207470,1,10.25,,9.28
129529,211009,1,9.1,,1.38
129536,200245,7,10.58,85.6,180.0
129537,202698,2,10.06,,32.2
129540,202698,2,10.06,,32.2
129547,202065,2,10.39,,166.0
129548,202065,2,10.39,,166.0
129553,204676,1,10.35,,57.7
129567,202964,2,10.49,,2710.0
129582,209670,1,9.38,,3.22
129587,203095,1,10.43,,2200.0
129592,207142,1,9.62,,10.9
129593,201681,2,10.38,,577.0
129594,201681,2,10.38,,577.0
129600,205180,1,9.74,,34.9
129604,205502,1,10.06,,27.5
129606,200610,4,10.49,,128.0
129610,200610,4,10.49,,128.0
129621,203144,1,10.3,,1630.0
129623,204768,1,9.9,,51.9
129655,205897,1,9.99,,21.7
129656,201733,2,10.08,,56.2
129658,205343,1,10.06,,31.4
129670,211218,1,9.1,,1.21
129672,210325,1,9.53,,2.16
129679,209967,1,10.26,,2.67
129688,204644,1,9.86,,60.8
129699,203940,1,10.04,,158.0
129716,200093,12,10.66,108.0,128.0
129726,200009,52,10.92,3560.0,11100.001
129741,200009,52,11.12,3560.0,11100.001
129743,200009,52,11.16,3560.0,11100.001
129744,200009,52,11.09,3560.0,11100.001
129746,200009,52,11.33,3560.0,11100.001
129749,200009,52,11.38,3560.0,11100.001
129808,200628,4,10.3,,51.9
129827,200936,3,10.66,,714.0
129849,200713,4,10.46,,79.2
129855,209689,1,9.31,,3.13
129869,203616,1,10.14,,298.0
129874,201193,3,9.86,,5.76
129876,202389,2,10.24,,59.2
129884,203229,1,10.17,,1060.0
129904,203181,1,10.45,,1390.0
129906,207230,1,9.62,,10.3
129909,201698,2,9.91,,22.2
129910,201698,2,9.91,,22.2
129918,207670,1,10.05,,8.35
129929,203093,1,10.27,,2200.0
129936,208859,1,9.42,,4.79
129943,204145,1,10.2,,115.0
129945,203925,1,10.27,,162.0
129950,208231,1,9.44,,6.4
129951,201814,2,10.19,,101.0
129956,204830,1,9.88,,49.2
129966,207411,1,9.84,,9.53
129974,204218,1,10.08,,101.0
129978,205600,1,9.7,,26.1
129992,203857,1,10.05,,185.0
129998,203059,1,,,2650.0
130013,205758,1,9.71,,23.4
130015,202496,2,10.25,,142.0
130016,200654,4,10.41,,106.0
130017,205838,1,9.95,,22.2
130018,200654,4,10.38,,106.0
130026,207077,1,9.53,,11.2
130037,202025,2,9.91,,22.2
130039,200487,5,10.49,2.01,955.0
130040,200487,5,10.67,2.01,955.0
130041,206133,1,9.78,,19.0
130043,200487,5,10.54,2.01,955.0
130054,206934,1,9.59,,12.1
130061,204696,1,9.84,,56.2
130070,203916,1,10.17,,166.0
130078,200018,32,10.88,521.0,331.0
130088,208923,1,9.39,,4.66
130099,208432,1,9.73,,5.76
130103,206597,1,9.75,,14.6
130104,201666,2,10.29,,268.0
130105,201666,2,10.28,,268.0
130113,201930,2,9.87,,21.1
130119,207514,1,9.62,,9.04
130123,201467,2,10.47,,1600.0
130133,202576,2,10.06,,28.2
130141,200165,9,10.4,19.4,50.5
130147,200018,32,10.77,521.0,331.0
130149,204057,1,10.0,,128.0
130165,211061,1,9.24,,1.34
130174,204762,1,9.85,,51.9
130215,205350,1,9.83,,31.4
130223,206814,1,9.76,,12.7
130268,201388,2,10.48,,4930.0
130272,200296,6,10.98,1650.0,13000.0
130273,200296,6,10.98,1650.0,13000.0
130274,203184,1,10.52,,1390.0
130280,204104,1,10.08,,121.0
130287,203421,1,10.32,,480.0
130305,200296,6,10.98,1650.0,13000.0
130318,202004,2,10.37,,261.0
130321,204073,1,10.03,,124.0
130322,203120,1,10.21,,1920.0
130355,204038,1,9.96,,131.0
130376,204126,1,10.18,,115.0
130381,200531,5,10.21,3.74,10.9
130399,202403,2,10.35,,175.0
130400,200416,5,10.62,88.2,306.0
130403,200416,5,10.62,88.2,306.0
130406,205500,1,9.86,,27.5
130408,200090,12,10.76,206.0,282.0
130410,204634,1,9.96,,60.8
130412,200090,12,10.68,206.0,282.0
130432,207618,1,9.9,,8.57
130460,207686,1,9.76,,8.35
130476,206197,1,9.99,,18.0
130478,207265,1,9.87,,10.0
130486,203013,1,10.56,,4820.0
130508,202288,2,10.31,,124.0
130517,200301,6,10.76,159.0,493.0
130518,200301,6,10.76,159.0,493.0
130519,200301,6,10.76,159.0,493.0
130523,200301,6,10.76,159.0,493.0
130526,203024,1,10.51,,3650.0
130538,200378,6,10.52,11.0,103.0
130542,200369,6,10.19,9.03,12.4
130553,211521,1,10.13,,0.879
130557,200355,6,10.63,37.8,1010.0
130560,200417,5,10.5,135.0,101.0
130561,200417,5,10.5,135.0,101.0
130566,205252,1,10.02,,34.0
130569,200355,6,10.65,37.8,1010.0
130572,210679,1,9.94,,1.75
130574,202441,2,10.32,,298.0
130575,202441,2,10.32,,298.0
130577,200378,6,10.48,11.0,103.0
130583,204321,1,10.25,,85.8
130584,200111,11,10.72,114.0,190.0
130585,200111,11,10.72,114.0,190.0
130586,200111,11,10.72,114.0,190.0
130588,200111,11,10.65,114.0,190.0
130600,204066,1,10.02,,128.0
130624,203438,1,10.21,,467.0
130636,202275,2,10.1,,57.7
130655,202878,2,10.65,,3570.0
130657,201712,2,10.02,,42.0
130658,201712,2,10.02,,42.0
130670,200928,3,10.33,,39.8
130673,211004,1,9.24,,1.42
130701,200585,4,10.45,,180.0
130702,200585,4,10.45,,180.0
130704,209032,1,9.36,,4.42
130710,202032,2,10.0,,28.2
130713,202032,2,10.0,,28.2
130717,204427,1,9.85,,75.2
130724,200560,4,10.73,,1920.0
130726,200367,6,10.03,6.52,9.53
130729,201929,2,10.32,,40.9
130730,202060,2,10.32,,36.8
130731,202060,2,10.25,,36.8
130736,204037,1,9.94,,131.0
130749,201841,2,10.31,,190.0
130763,203781,1,10.19,,211.0
130780,200736,4,10.34,,77.2
130781,204029,1,9.97,,135.0
130799,200406,5,10.7,366.0,859.0
130807,202557,2,9.5,,4.42
130809,207909,1,9.48,,7.31
130812,204067,1,10.24,,128.0
130819,200406,5,10.58,366.0,859.0
130868,200211,7,10.61,1350.0,3570.0
130869,207823,1,9.56,,7.71
130875,200211,7,10.71,1350.0,3570.0
130887,201597,2,10.31,,298.0
130897,203433,1,10.19,,467.0
130936,201987,2,10.22,,190.0
130958,202701,2,9.77,,12.7
130962,204139,1,10.2,,115.0
130966,206436,1,9.62,,15.8
130969,204521,1,9.9,,67.6
130974,202418,2,9.71,,13.1
130981,203326,1,10.27,,714.0
130983,209800,1,9.58,,2.97
130984,202500,2,10.2,,118.0
131001,203819,1,10.2,,195.0
131007,201860,2,10.08,,36.8
131009,200258,7,10.28,11.8,34.0
131022,202875,2,9.9,,4.3
131025,207590,1,9.73,,8.57
131027,203872,1,10.12,,180.0
131028,203834,1,10.0,,190.0
131050,208222,1,9.71,,6.4
131053,200185,8,10.49,85.1,175.0
131061,204074,1,10.01,,124.0
131088,203442,1,10.11,,455.0
131144,206537,1,9.64,,14.9
