Region,Intercept,Error,N,inner_cut_kpc,outer_cut_kpc
Inner,15.883585486566028,0.006614937471387555,419,0.916163164827299,2.9276828809313855
Outer,15.855201453405964,0.005492712142776225,419,0.916163164827299,2.9276828809313855
